17:17:30.862 [TLM] --- TELEMETRY START (3177 samples) ---
17:17:30.864 [TLM] Time_ms,Dist_mm,X_mm,Y_mm,Yaw_mrad,Accel_x_mg,Accel_y_mg,VelL_mmps,VelR_mmps,LinePos,PidLine,PidLSet,PidRSet,PidLOut,PidROut,Bat_dv,Markers,F
17:17:30.865 [TLM] Metadata: Line kP: 0.035000, Line kI: 0.000000, Line kD: 0.000340
17:18:00.051 [TLM] 37210,21901,-1638,2513,2944,2944,2944,1365,1638,-4,11,1488,1511,3521,550,118,5024,25
17:18:00.054 [TLM] 37220,21918,-1654,2516,2970,2970,2970,1292,1727,-5,300,1199,1800,395,3605,118,5024,25
17:18:00.089 [TLM] 37230,21931,-1667,2518,2988,2988,2988,1515,1366,0,249,1250,1749,-881,6913,118,5024,25
17:18:00.093 [TLM] 37240,21949,-1685,2521,2990,2990,2990,1447,1833,-2,135,1364,1635,1013,-586,118,21408,25
17:18:00.123 [TLM] 37250,21963,-1700,2523,3000,3000,3000,1303,1812,-5,17,1482,1517,3817,-1435,118,5152,25
17:18:00.158 [TLM] 37260,21977,-1713,2524,3018,3018,3018,1511,1135,0,114,1385,1614,1037,7555,118,5152,25
17:18:00.160 [TLM] 37270,21993,-1729,2526,3022,3022,3022,1343,1852,-5,334,1165,1834,-921,2895,118,5152,25
17:18:00.194 [TLM] 37280,22007,-1743,2528,3040,3040,3040,1455,1398,-1,26,1473,1526,2727,3450,118,5152,25
17:18:00.229 [TLM] 37290,22022,-1758,2529,3046,3046,3046,1330,1607,-2,88,1411,1588,3273,1973,118,5152,25
17:18:00.229 [TLM] 37300,22037,-1773,2531,3057,3057,3057,1493,1496,-2,44,1455,1544,1808,2875,118,5152,25
17:18:00.230 [TLM] 37310,22052,-1788,2532,3069,3069,3069,1503,1473,1,-286,1786,1213,6676,-2127,118,5152,25
17:18:00.299 [TLM] 37320,22067,-1803,2533,3068,3068,3068,1504,1432,0,240,1259,1740,-611,5861,118,5152,25
17:18:00.300 [TLM] 37330,22083,-1818,2534,3067,3067,3067,1443,1680,-1,93,1406,1593,1678,1495,118,5152,25
17:18:00.300 [TLM] 37340,22097,-1833,2535,3066,3066,3066,1568,1363,-1,-14,1514,1485,1730,3568,118,5152,25
17:18:00.332 [TLM] 37350,22112,-1848,2536,3067,3067,3067,1447,1495,0,-335,1835,1164,7564,-2424,118,5152,25
17:18:00.333 [TLM] 37360,22127,-1863,2537,3072,3072,3072,1440,1460,-1,435,1064,1935,-2847,8518,118,5152,25
17:18:00.368 [TLM] 37370,22143,-1879,2538,3083,3083,3083,1387,1734,0,-254,1754,1245,7274,-4494,118,5152,25
17:18:00.368 [TLM] 37380,22157,-1892,2539,3090,3090,3090,1601,1209,1,255,1244,1755,-1918,9262,118,5152,25
17:18:00.440 [TLM] 37390,22173,-1908,2540,3084,3084,3084,1577,1511,1,-136,1636,1363,3437,-54,118,5152,25
17:18:00.440 [TLM] 37400,22188,-1923,2541,3081,3081,3081,1568,1472,1,-31,1531,1468,2090,1749,118,5152,25
17:18:00.441 [TLM] 37410,22203,-1939,2542,3075,3075,3075,1507,1601,-3,201,1298,1701,-1385,4293,118,5152,25
17:18:00.508 [TLM] 37420,22220,-1955,2543,3085,3085,3085,1378,1746,-2,-200,1700,1299,6007,-4566,118,5152,25
17:18:00.509 [TLM] 37430,22234,-1969,2544,3085,3085,3085,1350,1687,-2,236,1263,1736,277,2633,118,5152,25
17:18:00.510 [TLM] 37440,22247,-1982,2544,3087,3087,3087,1517,1094,1,-86,1586,1413,3552,5481,118,5152,25
17:18:00.511 [TLM] 37450,22264,-1999,2545,3081,3081,3081,1429,1783,-2,-31,1531,1468,3120,-1623,118,5152,25
17:18:00.544 [TLM] 37460,22278,-2013,2546,3091,3091,3091,1454,1365,0,-12,1512,1487,3095,2936,118,5152,25
17:18:00.578 [TLM] 37470,22292,-2027,2547,3084,3084,3084,1474,1407,1,-56,1556,1443,4777,1608,118,5152,25
17:18:00.578 [TLM] 37480,22308,-2044,2548,3078,3078,3078,1356,1916,-4,135,1364,1635,1729,-775,118,5152,25
17:18:00.613 [TLM] 37490,22321,-2056,2549,3081,3081,3081,1563,1055,0,-13,1513,1486,2073,6888,118,5152,25
17:18:00.613 [TLM] 37500,22340,-2075,2550,3077,3077,3077,1423,2033,-3,-162,1662,1337,4895,-7038,118,5152,25
17:18:00.647 [TLM] 37510,22353,-2089,2551,3080,3080,3080,1408,1426,-1,56,1443,1556,2610,3088,118,5152,25
17:18:00.684 [TLM] 37520,22369,-2104,2552,3079,3079,3079,1359,1727,-3,65,1434,1565,2704,18,118,5152,25
17:18:00.685 [TLM] 37530,22382,-2117,2552,3081,3081,3081,1367,1423,-2,121,1378,1621,2202,4716,118,5152,25
17:18:00.719 [TLM] 37540,22398,-2133,2553,3084,3084,3084,1387,1475,-2,-76,1576,1423,4512,1690,118,5152,25
17:18:00.720 [TLM] 37550,22413,-2148,2554,3085,3085,3085,1411,1676,-3,162,1337,1662,742,3153,118,5152,25
17:18:00.754 [TLM] 37560,22427,-2162,2555,3095,3095,3095,1552,1271,0,187,1312,1687,-732,7765,118,5152,25
17:18:00.754 [TLM] 37570,22443,-2178,2556,3098,3098,3098,1465,1635,0,155,1344,1655,752,2619,118,5152,25
17:18:00.787 [TLM] 37580,22457,-2192,2556,3096,3096,3096,1501,1451,0,-62,1562,1437,3692,1924,118,5152,25
17:18:00.789 [TLM] 37590,22473,-2208,2557,3093,3093,3093,1421,1652,0,-56,1556,1443,4264,-301,118,5152,25
17:18:00.822 [TLM] 37600,22488,-2223,2558,3094,3094,3094,1557,1389,0,-57,1557,1442,2551,3018,118,5152,25
17:18:00.861 [TLM] 37610,22503,-2238,2558,3097,3097,3097,1481,1502,0,-391,1891,1108,9115,-4349,118,5152,25
17:18:00.861 [TLM] 37620,22518,-2253,2559,3098,3098,3098,1449,1692,1,-34,1534,1465,4208,-760,118,5152,25
17:18:00.893 [TLM] 37630,22533,-2268,2560,3103,3103,3103,1524,1447,0,44,1455,1544,2075,3191,118,5152,25
17:18:00.894 [TLM] 37640,22548,-2282,2560,3103,3103,3103,1503,1483,0,21,1478,1521,2769,2477,118,5152,25
17:18:00.929 [TLM] 37650,22562,-2297,2561,3103,3103,3103,1432,1545,0,8,1491,1508,3927,1520,118,5152,25
17:18:00.930 [TLM] 37660,22578,-2313,2561,3103,3103,3103,1525,1504,0,0,1499,1500,2721,1917,118,5152,25
17:18:00.962 [TLM] 37670,22593,-2328,2562,3100,3100,3100,1466,1629,0,8,1491,1508,3296,469,118,5152,25
17:18:00.998 [TLM] 37680,22608,-2343,2563,3099,3099,3099,1578,1481,0,-1,1501,1498,1910,2195,118,5152,25
17:18:00.999 [TLM] 37690,22623,-2358,2563,3096,3096,3096,1553,1512,0,4,1495,1504,1906,1778,118,5152,25
17:18:01.033 [TLM] 37700,22639,-2373,2564,3094,3094,3094,1553,1494,0,13,1486,1513,1525,2191,118,5152,25
17:18:01.033 [TLM] 37710,22654,-2388,2565,3093,3093,3093,1509,1516,0,-1,1501,1498,2347,1625,118,5152,25
17:18:01.069 [TLM] 37720,22669,-2404,2566,3089,3089,3089,1521,1665,0,25,1474,1525,1511,115,118,5152,25
17:18:01.069 [TLM] 37730,22684,-2418,2566,3085,3085,3085,1507,1396,1,-49,1549,1450,2885,2289,118,5152,25
17:18:01.104 [TLM] 37740,22699,-2434,2567,3078,3078,3078,1519,1448,0,8,1491,1508,1341,2802,118,5152,25
17:18:01.138 [TLM] 37750,22714,-2449,2568,3077,3077,3077,1479,1468,0,172,1327,1672,-1112,4047,118,5152,25
17:18:01.139 [TLM] 37760,22729,-2464,2569,3079,3079,3079,1490,1549,0,-3,1503,1496,1735,1480,118,5152,25
17:18:01.174 [TLM] 37770,22744,-2479,2570,3080,3080,3080,1498,1503,0,115,1384,1615,70,3695,118,5152,25
17:18:01.175 [TLM] 37780,22759,-2494,2571,3083,3083,3083,1473,1547,0,-33,1533,1466,2775,976,118,5152,25
17:18:01.208 [TLM] 37790,22774,-2508,2572,3089,3089,3089,1463,1496,0,12,1487,1512,2375,2162,118,5152,25
17:18:01.210 [TLM] 37800,22789,-2523,2573,3093,3093,3093,1474,1430,0,-548,2048,951,10111,-4737,118,5152,25
17:18:01.244 [TLM] 37810,22803,-2538,2573,3098,3098,3098,1519,1383,0,160,1339,1660,-162,5502,118,5152,25
17:18:01.279 [TLM] 37820,22819,-2553,2574,3091,3091,3091,1505,1470,0,-2,1502,1497,2146,2553,118,5152,25
17:18:01.279 [TLM] 37830,22834,-2568,2575,3090,3090,3090,1513,1509,0,-165,1665,1334,4480,-369,118,5152,25
17:18:01.350 [TLM] 37840,22849,-2584,2575,3089,3089,3089,1521,1505,0,101,1398,1601,473,3190,118,21536,25
17:18:01.354 [TLM] 37850,22865,-2599,2576,3096,3096,3096,1454,1655,0,-124,1624,1375,4725,-2305,118,21536,25
17:18:01.354 [TLM] 37860,22879,-2613,2577,3097,3097,3097,1524,1396,0,-298,1798,1201,6449,-1233,118,5280,25
17:18:01.355 [TLM] 37870,22894,-2629,2578,3091,3091,3091,1439,1588,-3,322,1177,1822,-2079,5714,118,5280,25
17:18:01.383 [TLM] 37880,22910,-2645,2578,3103,3103,3103,1358,1781,-6,403,1096,1903,-3063,4441,118,5280,25
17:18:01.492 [TLM] 37890,22926,-2660,2579,3132,3132,3132,1058,2080,-12,647,852,2147,-4097,6483,118,5280,25
17:18:01.493 [TLM] 37900,22940,-2674,2578,3180,3180,3180,1153,1518,-11,1132,367,2632,-11205,12000,118,5280,25
17:18:01.494 [TLM] 37910,22957,-2691,2577,3228,3228,3228,847,2513,-21,1296,203,2796,-11016,9195,118,5280,25
17:18:01.494 [TLM] 37920,22972,-2706,2575,3315,3315,3315,571,2338,-23,849,650,2349,-1805,4320,118,5280,25
17:18:01.496 [TLM] 37930,22987,-2721,2572,3420,3420,3420,557,2426,-21,725,774,2225,879,856,118,5280,25
17:18:01.496 [TLM] 37940,23000,-2733,2568,3522,3522,3522,494,2220,-20,-491,1991,1008,12000,-12000,118,5280,25
17:18:01.522 [TLM] 37950,23015,-2746,2561,3633,3633,3633,588,2420,-21,781,718,2281,1346,1921,118,5280,25
17:18:01.561 [TLM] 37960,23028,-2758,2554,3739,3739,3739,752,1976,-26,214,1285,1714,6076,1265,118,5280,25
17:18:01.561 [TLM] 37970,23042,-2769,2545,3854,3854,3854,502,2479,-24,807,692,2307,1611,3616,118,5280,25
17:18:01.594 [TLM] 37980,23058,-2780,2535,3994,3994,3994,136,2870,-27,839,660,2339,6184,-1358,118,5280,25
17:18:01.594 [TLM] 37990,23069,-2787,2525,4131,4131,4131,571,2189,-25,825,674,2325,1953,6813,118,5280,25
17:18:01.628 [TLM] 38000,23084,-2794,2512,4288,4288,4288,566,2112,-18,500,999,2000,8996,2195,118,5280,25
17:18:01.628 [TLM] 38010,23101,-2799,2496,4414,4414,4414,1490,1578,-12,448,1051,1948,-2282,7953,118,5280,25
17:18:01.662 [TLM] 38020,23113,-2802,2484,4517,4517,4517,873,1718,-5,476,1023,1976,7122,5661,118,5280,25
17:18:01.700 [TLM] 38030,23129,-2805,2469,4595,4595,4595,1364,1637,-5,496,1003,1996,22,7467,118,5280,25
17:18:01.701 [TLM] 38040,23143,-2806,2455,4648,4648,4648,1458,1451,-2,-130,1630,1369,9490,529,118,5280,25
17:18:01.733 [TLM] 38050,23159,-2806,2439,4680,4680,4680,1473,1624,0,-99,1599,1400,8774,-1042,118,5280,25
17:18:01.734 [TLM] 38060,23172,-2807,2426,4708,4708,4708,1275,1485,-1,-48,1548,1451,11197,990,118,5280,25
17:18:01.768 [TLM] 38070,23188,-2807,2410,4723,4723,4723,1523,1534,-2,105,1394,1605,5408,3040,118,5280,25
17:18:01.768 [TLM] 38080,23203,-2806,2395,4731,4731,4731,1582,1539,-1,58,1441,1558,5119,2531,118,5280,25
17:18:01.803 [TLM] 38090,23220,-2806,2378,4736,4736,4736,1723,1537,-1,41,1458,1541,2305,2270,118,5280,25
17:18:01.838 [TLM] 38100,23235,-2806,2363,4735,4735,4735,1595,1482,0,-9,1509,1490,4398,2170,118,5280,25
17:18:01.838 [TLM] 38110,23251,-2805,2347,4728,4728,4728,1613,1697,0,-122,1622,1377,5109,-2006,118,5280,25
17:18:01.874 [TLM] 38120,23266,-2805,2332,4724,4724,4724,1573,1479,1,-161,1661,1338,6171,-530,118,5280,25
17:18:01.875 [TLM] 38130,23281,-2805,2317,4713,4713,4713,1476,1596,0,57,1442,1557,3780,1485,118,5280,25
17:18:01.910 [TLM] 38140,23297,-2805,2301,4707,4707,4707,1637,1473,0,0,1499,1500,2094,2088,118,5280,25
17:18:01.911 [TLM] 38150,23312,-2805,2286,4698,4698,4698,1610,1426,0,156,1343,1656,-188,4813,118,5280,25
17:18:01.945 [TLM] 38160,23328,-2806,2270,4688,4688,4688,1595,1561,0,130,1369,1630,6,2669,118,5280,25
17:18:01.977 [TLM] 38170,23343,-2806,2255,4678,4678,4678,1611,1450,-2,412,1087,1912,-4147,7360,118,5280,25
17:18:01.978 [TLM] 38180,23359,-2807,2239,4676,4676,4676,1492,1588,-1,43,1456,1543,1289,1544,118,5280,25
17:18:02.013 [TLM] 38190,23374,-2807,2224,4681,4681,4681,1473,1542,0,-11,1511,1488,2334,1303,118,5280,25
17:18:02.051 [TLM] 38200,23388,-2807,2209,4683,4683,4683,1521,1491,1,-142,1642,1357,3974,-257,118,5280,25
17:18:02.051 [TLM] 38210,23402,-2808,2196,4688,4688,4688,1414,1514,0,48,1451,1548,2580,2145,118,5280,25
17:18:02.052 [TLM] 38220,23418,-2808,2180,4694,4694,4694,1475,1473,2,-411,1911,1088,8478,-3672,118,5280,25
17:18:02.084 [TLM] 38230,23433,-2808,2165,4692,4692,4692,1566,1396,1,97,1402,1597,462,4188,118,5280,25
17:18:02.119 [TLM] 38240,23448,-2809,2150,4680,4680,4680,1581,1423,1,-239,1739,1260,4776,-542,118,5280,25
17:18:02.119 [TLM] 38250,23463,-2809,2135,4672,4672,4672,1504,1479,0,106,1393,1606,981,3507,118,5280,25
17:18:02.155 [TLM] 38260,23478,-2810,2120,4665,4665,4665,1574,1454,0,432,1067,1932,-4748,8522,118,5280,25
17:18:02.159 [TLM] 38270,23493,-2811,2105,4671,4671,4671,1442,1443,0,-231,1731,1268,6377,-696,118,5280,25
17:18:02.190 [TLM] 38280,23507,-2811,2091,4677,4677,4677,1492,1672,0,146,1353,1646,449,1632,118,5280,25
17:18:02.192 [TLM] 38290,23522,-2812,2076,4675,4675,4675,1620,1097,2,64,1435,1564,229,7685,118,5280,25
17:18:02.222 [TLM] 38300,23539,-2813,2059,4659,4659,4659,1527,1682,0,-3,1503,1496,1846,-604,118,5280,25
17:18:02.258 [TLM] 38310,23554,-2813,2044,4648,4648,4648,1556,1453,0,0,1500,1499,1704,2626,118,5280,25
17:18:02.260 [TLM] 38320,23568,-2814,2030,4640,4640,4640,1535,1416,0,-341,1841,1158,6034,-1629,118,5280,25
17:18:02.293 [TLM] 38330,23582,-2815,2016,4636,4636,4636,1575,1370,0,-31,1531,1468,1054,3516,118,5280,25
17:18:02.294 [TLM] 38340,23599,-2817,1999,4634,4634,4634,1488,1611,-2,508,991,2008,-5720,7985,118,5280,25
17:18:02.328 [TLM] 38350,23612,-2818,1986,4646,4646,4646,1301,1672,0,-150,1650,1349,6247,-2384,118,5280,25
17:18:02.328 [TLM] 38360,23628,-2819,1970,4657,4657,4657,1463,1433,0,0,1500,1499,2345,3126,118,5280,25
17:18:02.363 [TLM] 38370,23643,-2819,1955,4665,4665,4665,1446,1531,0,90,1409,1590,1514,3052,118,5280,25
17:18:02.398 [TLM] 38380,23658,-2820,1940,4671,4671,4671,1467,1565,0,-46,1546,1453,3274,580,118,5280,25
17:18:02.398 [TLM] 38390,23673,-2821,1925,4675,4675,4675,1521,1462,0,158,1341,1658,-145,4677,118,5280,25
17:18:02.433 [TLM] 38400,23688,-2821,1911,4673,4673,4673,1544,1444,1,-42,1542,1457,2792,1925,118,5280,25
17:18:02.434 [TLM] 38410,23702,-2822,1896,4670,4670,4670,1513,1431,1,-130,1630,1369,4663,714,118,5280,25
17:18:02.469 [TLM] 38420,23718,-2822,1881,4664,4664,4664,1495,1525,0,11,1488,1511,2838,1643,118,5280,25
17:18:02.469 [TLM] 38430,23733,-2823,1866,4662,4662,4662,1556,1464,1,-117,1617,1382,3810,496,118,5280,25
17:18:02.503 [TLM] 38440,23748,-2824,1850,4656,4656,4656,1507,1657,0,-271,1771,1228,6074,-3633,118,5280,25
17:18:02.541 [TLM] 38450,23762,-2825,1836,4657,4657,4657,1495,1246,0,63,1436,1563,1553,6318,118,5280,25
17:18:02.543 [TLM] 38460,23778,-2826,1820,4650,4650,4650,1508,1547,1,-520,2020,979,9870,-6084,118,5280,25
17:18:02.573 [TLM] 38470,23793,-2827,1805,4648,4648,4648,1528,1588,0,0,1500,1499,2198,486,118,5280,25
17:18:02.575 [TLM] 38480,23808,-2828,1791,4644,4644,4644,1516,1460,0,1,1498,1501,2339,2230,118,5280,25
17:18:02.609 [TLM] 38490,23821,-2829,1777,4641,4641,4641,1503,1500,0,0,1499,1500,2375,1727,118,5280,25
17:18:02.610 [TLM] 38500,23838,-2830,1761,4641,4641,4641,1496,1493,0,-104,1604,1395,3855,366,118,5280,25
17:18:02.644 [TLM] 38510,23852,-2831,1747,4640,4640,4640,1565,1492,0,-67,1567,1432,2289,700,118,5280,25
17:18:02.678 [TLM] 38520,23868,-2832,1730,4639,4639,4639,1405,1619,0,-115,1615,1384,4884,-1518,118,5280,25
17:18:02.679 [TLM] 38530,23883,-2833,1716,4643,4643,4643,1502,1424,0,0,1499,1500,2447,2307,118,5280,25
17:18:02.712 [TLM] 38540,23898,-2834,1701,4640,4640,4640,1496,1489,0,-132,1632,1367,4211,-39,118,5280,25
17:18:02.713 [TLM] 38550,23913,-2835,1686,4644,4644,4644,1480,1581,-1,233,1266,1733,-516,3703,118,5280,25
17:18:02.748 [TLM] 38560,23928,-2836,1671,4640,4640,4640,1492,1498,0,-27,1527,1472,2869,1313,118,5280,25
17:18:02.749 [TLM] 38570,23943,-2837,1656,4636,4636,4636,1426,1569,-7,1242,257,2742,-12000,12000,118,5280,25
17:18:02.784 [TLM] 38580,23957,-2838,1642,4637,4637,4637,1499,1387,0,-4,1504,1495,2378,3629,118,54432,25
17:18:02.819 [TLM] 38590,23973,-2839,1626,4638,4638,4638,1521,1651,0,5,1494,1505,2309,-79,118,38048,25
17:18:02.819 [TLM] 38600,23987,-2841,1612,4637,4637,4637,1501,1398,-1,184,1315,1684,-106,5778,118,5281,25
17:18:02.856 [TLM] 38610,24004,-2842,1595,4637,4637,4637,1447,1919,-6,242,1257,1742,-1741,880,118,5281,25
17:18:02.859 [TLM] 38620,24017,-2843,1582,4659,4659,4659,1344,1215,0,-34,1534,1465,4706,4745,118,5281,25
17:18:02.889 [TLM] 38630,24032,-2843,1567,4666,4666,4666,1415,1682,0,-474,1974,1025,9668,-6873,118,5281,25
17:18:02.890 [TLM] 38640,24047,-2844,1552,4669,4669,4669,1475,1451,0,143,1356,1643,841,4273,118,5281,25
17:18:02.923 [TLM] 38650,24062,-2845,1537,4665,4665,4665,1469,1510,0,3,1496,1503,2874,1788,118,5281,25
17:18:02.958 [TLM] 38660,24077,-2845,1522,4664,4664,4664,1477,1483,0,8,1491,1508,2742,2333,118,5281,25
17:18:02.958 [TLM] 38670,24092,-2846,1507,4665,4665,4665,1515,1506,0,-2,1502,1497,2483,1812,118,5281,25
17:18:02.993 [TLM] 38680,24107,-2847,1492,4666,4666,4666,1490,1482,0,99,1400,1599,1366,3575,118,5281,25
17:18:02.994 [TLM] 38690,24122,-2848,1477,4666,4666,4666,1444,1556,-1,228,1271,1728,-85,4564,118,5281,25
17:18:03.028 [TLM] 38700,24137,-2848,1462,4667,4667,4667,1468,1502,0,0,1500,1499,2904,2002,118,5281,25
17:18:03.029 [TLM] 38710,24152,-2849,1447,4667,4667,4667,1481,1499,0,0,1500,1499,2703,1980,118,5281,25
17:18:03.062 [TLM] 38720,24167,-2850,1432,4667,4667,4667,1492,1538,0,-1,1501,1498,2712,1514,118,5281,25
17:18:03.097 [TLM] 38730,24182,-2850,1417,4661,4661,4661,1588,1334,0,-67,1567,1432,1537,3952,118,54433,25
17:18:03.134 [TLM] 38740,24198,-2851,1401,4656,4656,4656,1585,1638,0,96,1403,1596,-259,1640,118,54433,25
17:18:03.134 [TLM] 38750,24213,-2852,1387,4654,4654,4654,1517,1458,0,-2,1502,1497,1882,2221,118,5282,25
17:18:03.135 [TLM] 38760,24227,-2853,1372,4649,4649,4649,1524,1395,0,146,1353,1646,-174,5019,118,5282,25
17:18:03.168 [TLM] 38770,24241,-2854,1359,4640,4640,4640,1495,1406,1,-147,1647,1352,4296,1032,118,5282,25
17:18:03.169 [TLM] 38780,24257,-2855,1342,4628,4628,4628,1622,1350,1,-29,1529,1470,1027,3581,118,5282,25
17:18:03.202 [TLM] 38790,24273,-2856,1326,4621,4621,4621,1376,1690,-3,174,1325,1674,-1,2980,118,5282,25
17:18:03.238 [TLM] 38800,24287,-2858,1313,4630,4630,4630,1614,1195,1,-87,1587,1412,1667,4775,118,5282,25
17:18:03.238 [TLM] 38810,24303,-2859,1297,4625,4625,4625,1539,1557,0,273,1226,1773,-2846,5324,118,5282,25
17:18:03.276 [TLM] 38820,24318,-2860,1282,4630,4630,4630,1494,1545,0,-355,1855,1144,6420,-3178,118,5282,25
17:18:03.279 [TLM] 38830,24331,-2861,1268,4633,4633,4633,1411,1349,0,259,1240,1759,-645,7941,118,5282,25
17:18:03.308 [TLM] 38840,24347,-2862,1253,4641,4641,4641,1408,1578,0,37,1462,1537,2560,1910,118,5282,25
17:18:03.309 [TLM] 38850,24362,-2864,1238,4642,4642,4642,1555,1519,0,88,1411,1588,371,3174,118,5282,25
17:18:03.344 [TLM] 38860,24377,-2865,1223,4640,4640,4640,1452,1658,0,306,1193,1806,-1618,4462,118,5282,25
17:18:03.378 [TLM] 38870,24392,-2866,1208,4645,4645,4645,1494,1451,0,37,1462,1537,1558,1901,118,5282,25
17:18:03.379 [TLM] 38880,24407,-2867,1193,4644,4644,4644,1457,1583,0,44,1455,1544,2416,1570,118,5282,25
17:18:03.413 [TLM] 38890,24422,-2868,1178,4646,4646,4646,1433,1479,0,36,1463,1536,2828,2899,118,5282,25
17:18:03.413 [TLM] 38900,24437,-2869,1163,4647,4647,4647,1465,1539,0,1,1498,1501,2905,1622,118,5282,25
17:18:03.447 [TLM] 38910,24451,-2870,1149,4647,4647,4647,1518,1537,-1,458,1041,1958,-4379,7979,118,5282,25
17:18:03.448 [TLM] 38920,24467,-2871,1133,4650,4650,4650,1515,1368,0,-313,1813,1186,6549,-443,118,5282,25
17:18:03.483 [TLM] 38930,24482,-2871,1118,4651,4651,4651,1572,1457,0,13,1486,1513,1327,2964,118,5282,25
17:18:03.519 [TLM] 38941,24497,-2872,1103,4647,4647,4647,1584,1436,1,-61,1561,1438,2439,1847,118,5282,25
17:18:03.519 [TLM] 38950,24511,-2873,1089,4640,4640,4640,1539,1491,0,184,1315,1684,-804,4841,118,5282,25
17:18:03.554 [TLM] 38960,24528,-2875,1072,4638,4638,4638,1521,1601,0,-167,1667,1332,4423,-1871,118,5282,25
17:18:03.555 [TLM] 38970,24544,-2876,1056,4637,4637,4637,1418,1985,-5,226,1273,1726,-1499,2656,118,5282,25
17:18:03.588 [TLM] 38980,24556,-2877,1044,4644,4644,4644,1573,1078,2,53,1446,1553,741,6847,118,5282,25
17:18:03.625 [TLM] 38990,24573,-2878,1027,4640,4640,4640,1370,2030,0,-2148,3648,-648,12000,-12000,118,5282,25
17:18:03.625 [TLM] 39000,24588,-2879,1013,4654,4654,4654,1441,1249,2,-511,2011,988,10692,-3403,118,38050,25
17:18:03.660 [TLM] 39010,24602,-2880,998,4641,4641,4641,1443,1481,-2,225,1274,1725,-524,6728,118,38050,25
17:18:03.661 [TLM] 39020,24618,-2881,983,4644,4644,4644,1388,1507,0,-30,1530,1469,4827,623,118,5283,25
17:18:03.693 [TLM] 39030,24632,-2882,969,4639,4639,4639,1339,1878,-5,203,1296,1703,1098,210,118,5283,25
17:18:03.695 [TLM] 39040,24646,-2883,954,4640,4640,4640,1439,1330,-2,387,1112,1887,-1995,9196,118,5283,25
17:18:03.728 [TLM] 39050,24661,-2884,939,4641,4641,4641,1341,1758,-5,288,1211,1788,7,2663,118,5283,25
17:18:03.729 [TLM] 39060,24676,-2885,924,4646,4646,4646,1469,1439,-2,78,1421,1578,1843,3685,118,5283,25
17:18:03.762 [TLM] 39070,24691,-2886,909,4650,4650,4650,1350,1634,-2,30,1469,1530,3999,751,118,5283,25
17:18:03.798 [TLM] 39080,24706,-2887,894,4656,4656,4656,1549,1485,0,-43,1543,1456,2667,1432,118,5283,25
17:18:03.799 [TLM] 39090,24721,-2888,880,4657,4657,4657,1540,1365,-1,589,910,2089,-6163,11972,118,5283,25
17:18:03.833 [TLM] 39100,24735,-2888,866,4653,4653,4653,1403,1530,0,-144,1644,1355,6048,-324,118,5283,25
17:18:03.833 [TLM] 39110,24751,-2889,850,4645,4645,4645,1558,1395,0,174,1325,1674,-533,6126,118,5283,25
17:18:03.870 [TLM] 39120,24767,-2890,833,4647,4647,4647,1473,1754,-1,0,1499,1500,2491,-824,118,5283,25
17:18:03.871 [TLM] 39130,24781,-2891,820,4655,4655,4655,1407,1525,0,-8,1508,1491,3662,1917,118,5283,25
17:18:03.904 [TLM] 39140,24796,-2892,804,4660,4660,4660,1459,1502,1,-364,1864,1135,8431,-3183,118,5283,25
17:18:03.939 [TLM] 39150,24812,-2893,789,4661,4661,4661,1349,1809,-1,3,1496,1503,3804,-780,118,21667,25
17:18:03.940 [TLM] 39160,24825,-2894,775,4664,4664,4664,1518,1223,1,51,1448,1551,2313,5906,118,21667,25
17:18:03.975 [TLM] 39170,24841,-2894,760,4654,4654,4654,1597,1383,1,125,1374,1625,220,5170,118,5411,25
17:18:04.009 [TLM] 39180,24857,-2895,744,4650,4650,4650,1344,1825,-6,417,1082,1917,-2209,4742,118,5411,25
17:18:04.010 [TLM] 39190,24872,-2896,728,4668,4668,4668,1299,1752,-6,276,1223,1776,42,3274,118,5411,25
17:18:04.011 [TLM] 39200,24887,-2897,713,4690,4690,4690,1375,1609,-4,220,1279,1720,165,4014,118,5411,25
17:18:04.045 [TLM] 39210,24904,-2897,697,4718,4718,4718,1263,2158,-10,196,1303,1696,636,-2662,118,5411,25
17:18:04.077 [TLM] 39220,24919,-2896,682,4767,4767,4767,993,2053,-11,950,549,2450,-6438,8406,118,5411,25
17:18:04.078 [TLM] 39230,24933,-2895,668,4827,4827,4827,962,1950,-10,300,1199,1800,3653,504,118,5411,25
17:18:04.112 [TLM] 39240,24948,-2893,653,4893,4893,4893,1071,1955,-11,630,869,2130,-2042,4676,118,5411,25
17:18:04.112 [TLM] 39250,24963,-2889,639,4960,4960,4960,896,2117,-15,613,886,2113,-129,3062,118,5411,25
17:18:04.147 [TLM] 39260,24978,-2885,624,5038,5038,5038,910,2118,-16,611,888,2111,-149,2998,118,5411,25
17:18:04.148 [TLM] 39270,24992,-2880,611,5120,5120,5120,843,2032,-16,591,908,2091,1148,3841,118,5411,25
17:18:04.184 [TLM] 39280,25007,-2873,597,5206,5206,5206,976,1974,-14,522,977,2022,1089,3120,118,5411,25
17:18:04.219 [TLM] 39290,25021,-2866,585,5281,5281,5281,1005,1808,-13,488,1011,1988,925,3986,118,5411,25
17:18:04.219 [TLM] 39300,25037,-2857,572,5354,5354,5354,953,2208,-18,544,955,2044,478,1799,118,5411,25
