17:17:30.862 [TLM] --- TELEMETRY START (3177 samples) ---
17:17:30.864 [TLM] Time_ms,Dist_mm,X_mm,Y_mm,Yaw_mrad,Accel_x_mg,Accel_y_mg,VelL_mmps,VelR_mmps,LinePos,PidLine,PidLSet,PidRSet,PidLOut,PidROut,Bat_dv,Markers,F
17:17:30.865 [TLM] Metadata: Line kP: 0.035000, Line kI: 0.000000, Line kD: 0.000340
17:17:48.854 [TLM] 31620,13515,2609,1369,2481,2481,2481,606,1973,-19,283,1216,1783,9103,605,119,2592,25
17:17:48.888 [TLM] 31630,13529,2597,1377,2582,2582,2582,671,2129,-18,484,1015,1984,6238,1999,119,2592,25
17:17:48.889 [TLM] 31640,13545,2583,1385,2698,2698,2698,295,2613,-25,894,605,2394,4751,2582,119,2592,25
17:17:48.924 [TLM] 31650,13562,2568,1391,2825,2825,2825,770,2305,-25,867,632,2367,-640,4995,119,2592,25
17:17:48.960 [TLM] 31660,13576,2554,1394,2949,2949,2949,401,2365,-25,895,604,2395,3792,4791,119,2592,25
17:17:48.960 [TLM] 31670,13589,2541,1396,3081,3081,3081,552,2214,-18,366,1133,1866,11736,-1697,119,2592,25
17:17:48.993 [TLM] 31680,13605,2525,1396,3192,3192,3192,1054,1829,-15,596,903,2096,1819,6547,119,2592,25
17:17:48.993 [TLM] 31690,13620,2510,1394,3293,3293,3293,638,2470,-21,719,780,2219,5015,1038,119,2592,25
17:17:49.030 [TLM] 31700,13634,2496,1391,3391,3391,3391,591,2116,-21,760,739,2260,5982,4492,119,2592,25
17:17:49.034 [TLM] 31710,13648,2483,1387,3468,3468,3468,732,1909,-18,781,718,2281,4644,7900,119,2592,25
17:17:49.063 [TLM] 31720,13664,2468,1381,3540,3540,3540,645,2531,-25,895,604,2395,2413,3431,119,2592,25
17:17:49.102 [TLM] 31730,13680,2454,1375,3621,3621,3621,708,2268,-25,896,603,2396,2365,4030,119,2592,25
17:17:49.104 [TLM] 31740,13694,2441,1367,3699,3699,3699,880,2098,-22,1546,-46,3046,-9161,12000,119,2592,25
17:17:49.135 [TLM] 31750,13707,2431,1360,3766,3766,3766,793,2015,-16,-55,1555,1444,12000,-3876,119,2592,25
17:17:49.137 [TLM] 31760,13722,2419,1351,3860,3860,3860,366,2364,-32,1120,380,2620,808,12000,119,2592,25
17:17:49.171 [TLM] 31770,13740,2407,1339,3964,3964,3964,594,2883,-31,1042,457,2542,-1205,2325,119,2592,25
17:17:49.173 [TLM] 31780,13754,2398,1327,4100,4100,4100,465,2464,-19,351,1148,1851,12000,-3901,119,2592,25
17:17:49.204 [TLM] 31790,13767,2391,1316,4222,4222,4222,405,2303,-18,382,1117,1882,12000,-1190,119,2592,25
17:17:49.239 [TLM] 31800,13785,2384,1300,4344,4344,4344,646,2766,-24,729,770,2229,4639,-2035,119,2592,25
17:17:49.240 [TLM] 31810,13798,2380,1287,4461,4461,4461,990,1738,-18,519,980,2019,4048,7412,119,2592,25
17:17:49.345 [TLM] 31820,13814,2377,1271,4566,4566,4566,1128,2064,-13,352,1147,1852,4955,407,119,2592,25
17:17:49.347 [TLM] 31830,13829,2375,1257,4647,4647,4647,1002,1982,-13,534,965,2034,3867,4084,119,2592,25
17:17:49.348 [TLM] 31840,13842,2375,1243,4723,4723,4723,1216,1568,-6,117,1382,1617,8432,2900,119,2592,25
17:17:49.348 [TLM] 31850,13858,2376,1227,4784,4784,4784,1408,1624,0,-420,1920,1079,12000,-6184,119,2592,25
17:17:49.350 [TLM] 31860,13873,2377,1213,4815,4815,4815,1633,1477,0,-2,1502,1497,6198,1652,119,2592,25
17:17:49.351 [TLM] 31870,13888,2379,1197,4829,4829,4829,1540,1475,0,1,1498,1501,5222,1969,119,2592,25
17:17:49.377 [TLM] 31880,13903,2381,1183,4830,4830,4830,1587,1440,0,0,1500,1499,5754,2455,119,2592,25
17:17:49.414 [TLM] 31890,13919,2383,1167,4822,4822,4822,1658,1479,-1,207,1292,1707,885,5126,119,2592,25
17:17:49.415 [TLM] 31900,13932,2384,1154,4813,4813,4813,1616,1412,0,-78,1578,1421,5110,2439,119,2592,25
17:17:49.448 [TLM] 31910,13949,2386,1137,4805,4805,4805,1730,1441,0,-2,1502,1497,1732,2841,119,2592,25
17:17:49.449 [TLM] 31920,13966,2387,1120,4788,4788,4788,1621,1442,0,-71,1571,1428,3453,1979,119,2592,25
17:17:49.483 [TLM] 31930,13981,2388,1105,4776,4776,4776,1634,1460,1,-29,1529,1470,2421,2329,119,2592,25
17:17:49.519 [TLM] 31940,13997,2389,1089,4766,4766,4766,1597,1527,0,-259,1759,1240,5460,-1660,119,2592,25
17:17:49.520 [TLM] 31950,14012,2390,1074,4760,4760,4760,1343,1665,0,-45,1545,1454,5662,-642,119,2592,25
17:17:49.553 [TLM] 31960,14025,2390,1061,4754,4754,4754,1780,863,6,-200,1700,1299,3431,6943,119,18976,25
17:17:49.554 [TLM] 31970,14042,2391,1044,4735,4735,4735,1715,1539,4,-159,1659,1340,3190,-776,119,2720,25
17:17:49.588 [TLM] 31980,14057,2391,1029,4712,4712,4712,1760,1335,5,-240,1740,1259,3778,403,119,2720,25
17:17:49.589 [TLM] 31990,14072,2391,1014,4680,4680,4680,1865,1274,4,68,1431,1568,-2202,5583,119,2720,25
17:17:49.623 [TLM] 32000,14088,2390,999,4651,4651,4651,1669,1403,4,-213,1713,1286,3764,-110,119,2720,25
17:17:49.658 [TLM] 32010,14102,2389,985,4618,4618,4618,1964,876,10,-566,2066,933,5586,1481,119,2720,25
17:17:49.658 [TLM] 32020,14117,2387,970,4570,4570,4570,1868,903,16,-1358,2858,141,12000,-10661,119,2720,25
17:17:49.694 [TLM] 32030,14130,2384,956,4493,4493,4493,2204,715,21,-845,2345,654,8739,-1089,119,2720,25
17:17:49.694 [TLM] 32040,14145,2381,942,4397,4397,4397,2376,549,22,-784,2284,715,5762,2105,119,2720,25
17:17:49.729 [TLM] 32050,14160,2375,928,4287,4287,4287,2388,616,22,-922,2422,577,7150,-348,119,2720,25
17:17:49.730 [TLM] 32060,14175,2368,915,4170,4170,4170,2415,605,23,-899,2399,600,6532,29,119,2720,25
17:17:49.763 [TLM] 32070,14190,2359,903,4047,4047,4047,2372,585,24,-820,2320,679,5852,1686,119,2720,25
17:17:49.798 [TLM] 32080,14205,2349,892,3924,3924,3924,2341,669,21,-735,2235,764,3834,1838,119,2720,25
17:17:49.800 [TLM] 32090,14220,2338,882,3811,3811,3811,2179,798,23,-1659,3159,-159,12000,-12000,119,2720,25
17:17:49.833 [TLM] 32100,14234,2327,874,3692,3692,3692,2323,509,23,-642,2142,857,3618,5772,119,2720,25
17:17:49.833 [TLM] 32110,14249,2313,867,3580,3580,3580,1902,997,8,-62,1562,1437,-1807,10358,119,2720,25
17:17:49.869 [TLM] 32120,14269,2295,859,3499,3499,3499,1766,1789,13,-626,2126,873,8816,-10847,119,19104,25
17:17:49.870 [TLM] 32130,14279,2286,856,3420,3420,3420,1961,503,17,-808,2308,691,10124,3876,119,19104,25
17:17:49.903 [TLM] 32140,14294,2271,853,3328,3328,3328,2118,728,19,-630,2130,869,6214,3665,119,2848,25
17:17:49.938 [TLM] 32150,14309,2255,851,3244,3244,3244,1948,1136,14,-389,1889,1110,4796,3220,119,2848,25
17:17:49.938 [TLM] 32160,14327,2238,850,3170,3170,3170,2092,1282,11,-274,1774,1225,343,1519,119,2848,25
17:17:49.973 [TLM] 32170,14341,2224,850,3108,3108,3108,1697,1206,6,-52,1552,1447,1377,6379,119,2848,25
17:17:49.973 [TLM] 32180,14357,2208,851,3072,3072,3072,1590,1585,3,-19,1519,1480,2038,2044,119,2848,25
17:17:50.010 [TLM] 32190,14370,2195,852,3041,3041,3041,1723,1005,4,232,1267,1732,-2654,12000,119,2848,25
17:17:50.010 [TLM] 32200,14386,2179,854,3029,3029,3029,1460,1469,2,-205,1705,1294,6539,735,119,2848,25
17:17:50.044 [TLM] 32210,14402,2163,856,3032,3032,3032,1782,1514,3,-287,1787,1212,3414,-904,119,2848,25
17:17:50.079 [TLM] 32220,14417,2148,857,3032,3032,3032,1544,1329,1,234,1265,1734,-1593,8781,119,2848,25
17:17:50.080 [TLM] 32230,14433,2132,859,3033,3033,3033,1583,1607,1,90,1409,1590,-143,3110,119,2848,25
17:17:50.115 [TLM] 32240,14448,2118,861,3035,3035,3035,1518,1589,0,9,1490,1509,1781,2283,119,2848,25
17:17:50.117 [TLM] 32250,14463,2102,862,3039,3039,3039,1536,1563,0,-10,1510,1489,1802,1966,119,2848,25
17:17:50.148 [TLM] 32260,14478,2088,864,3045,3045,3045,1477,1485,1,-100,1600,1399,4310,1107,119,2848,25
17:17:50.149 [TLM] 32270,14490,2075,865,3050,3050,3050,1350,1527,0,67,1432,1567,3946,2992,119,2848,25
17:17:50.183 [TLM] 32280,14507,2058,866,3052,3052,3052,1503,1539,0,161,1338,1661,709,4184,119,2848,25
17:17:50.219 [TLM] 32290,14523,2043,868,3049,3049,3049,1535,1552,0,0,1500,1499,2991,1771,119,2848,25
17:17:50.220 [TLM] 32300,14538,2028,869,3052,3052,3052,1523,1590,0,-85,1585,1414,3607,-102,119,2848,25
17:17:50.254 [TLM] 32310,14553,2012,870,3052,3052,3052,1544,1600,-2,292,1207,1792,-2354,5113,119,2848,25
17:17:50.254 [TLM] 32320,14569,1997,872,3060,3060,3060,1426,1724,-4,-282,1782,1217,6358,-3919,119,2848,25
17:17:50.290 [TLM] 32330,14582,1984,873,3074,3074,3074,1526,1344,0,-83,1583,1416,2995,2832,119,2848,25
17:17:50.291 [TLM] 32340,14598,1967,874,3080,3080,3080,1434,1645,-3,140,1359,1640,47,3254,119,2848,25
17:17:50.323 [TLM] 32350,14613,1953,875,3099,3099,3099,1456,1387,0,-73,1573,1426,3274,2910,119,2848,25
17:17:50.360 [TLM] 32360,14628,1938,875,3109,3109,3109,1569,1352,0,411,1088,1911,-4411,9893,119,2848,25
17:17:50.360 [TLM] 32370,14643,1923,876,3110,3110,3110,1480,1467,1,-77,1577,1422,3670,1730,119,2848,25
17:17:50.394 [TLM] 32380,14658,1907,876,3109,3109,3109,1569,1430,0,-118,1618,1381,2942,1537,119,2848,25
17:17:50.395 [TLM] 32390,14675,1891,877,3111,3111,3111,1524,1735,0,62,1437,1562,679,-122,119,2848,25
17:17:50.428 [TLM] 32400,14689,1876,877,3111,3111,3111,1503,1474,0,-67,1567,1432,2826,1167,119,2848,25
17:17:50.429 [TLM] 32410,14704,1862,877,3111,3111,3111,1458,1480,0,217,1282,1717,-232,4577,119,2848,25
17:17:50.465 [TLM] 32420,14719,1847,878,3102,3102,3102,1418,1563,-3,578,921,2078,-5748,9869,119,2848,25
17:17:50.500 [TLM] 32430,14735,1831,879,3106,3106,3106,1456,1496,-3,27,1472,1527,1216,2931,119,2848,25
17:17:50.533 [TLM] 32440,14750,1816,879,3110,3110,3110,1422,1612,-2,-60,1560,1439,2959,355,119,2848,25
17:17:50.534 [TLM] 32450,14764,1802,879,3118,3118,3118,1469,1465,0,34,1465,1534,1734,2986,119,2848,25
17:17:50.537 [TLM] 32460,14779,1787,880,3122,3122,3122,1422,1486,0,181,1318,1681,338,4918,119,2848,25
17:17:50.569 [TLM] 32470,14792,1774,880,3127,3127,3127,1530,1328,1,-127,1627,1372,3751,2454,119,2848,25
17:17:50.569 [TLM] 32480,14809,1757,880,3133,3133,3133,1446,1639,0,-84,1584,1415,4113,-787,119,2848,25
17:17:50.604 [TLM] 32490,14823,1743,880,3137,3137,3137,1530,1515,0,-7,1507,1492,2172,1703,119,2848,25
17:17:50.639 [TLM] 32500,14839,1727,880,3137,3137,3137,1499,1470,0,-2,1502,1497,2520,2347,119,2848,25
17:17:50.639 [TLM] 32510,14854,1712,880,3132,3132,3132,1649,1272,0,91,1408,1591,-1045,6711,119,2848,25
17:17:50.673 [TLM] 32520,14869,1697,880,3134,3134,3134,1572,1494,1,-380,1880,1119,6542,-2995,119,2848,25
17:17:50.673 [TLM] 32530,14884,1682,881,3132,3132,3132,1492,1586,0,14,1485,1514,1989,1252,119,2848,25
17:17:50.710 [TLM] 32540,14899,1667,881,3132,3132,3132,1539,1332,0,164,1335,1664,-539,6255,119,2848,25
17:17:50.712 [TLM] 32550,14914,1652,881,3120,3120,3120,1642,1373,0,163,1336,1663,-2088,6155,119,2848,25
17:17:50.744 [TLM] 32560,14929,1637,881,3114,3114,3114,1543,1507,0,0,1500,1499,1199,2364,119,2848,25
17:17:50.779 [TLM] 32570,14945,1621,882,3115,3115,3115,1519,1634,0,-128,1628,1371,3061,-985,119,2848,25
17:17:50.815 [TLM] 32580,14960,1606,882,3118,3118,3118,1467,1562,0,-53,1553,1446,2874,432,119,2848,25
17:17:50.820 [TLM] 32590,14974,1591,882,3121,3121,3121,1478,1490,0,-47,1547,1452,2871,1401,119,2848,25
17:17:50.821 [TLM] 32600,14989,1577,883,3117,3117,3117,1526,1464,1,-318,1818,1181,6170,-2052,119,2848,25
17:17:50.848 [TLM] 32610,15003,1563,883,3109,3109,3109,1530,1473,0,-3,1503,1496,1544,2423,119,2848,25
17:17:50.850 [TLM] 32620,15019,1547,884,3106,3106,3106,1527,1485,0,-3,1503,1496,1580,2271,119,2848,25
17:17:50.886 [TLM] 32630,15035,1531,884,3106,3106,3106,1550,1474,-1,305,1194,1805,-3281,6623,119,2848,25
17:17:50.921 [TLM] 32640,15049,1516,885,3104,3104,3104,1544,1427,1,-105,1605,1394,2814,1284,119,2848,25
17:17:50.922 [TLM] 32650,15064,1502,885,3098,3098,3098,1559,1427,0,171,1328,1671,-1442,5326,119,2848,25
17:17:50.955 [TLM] 32660,15080,1486,886,3097,3097,3097,1424,1662,-1,142,1357,1642,365,2111,119,2848,25
17:17:50.956 [TLM] 32670,15094,1472,887,3091,3091,3091,1458,1497,-1,-9,1509,1490,1758,2679,119,2848,25
17:17:50.988 [TLM] 32680,15110,1456,888,3101,3101,3101,1362,1788,0,-310,1810,1189,7641,-6045,119,2848,25
17:17:51.023 [TLM] 32690,15125,1441,888,3109,3109,3109,1472,1664,-1,244,1255,1744,-1410,2948,119,2848,25
17:17:51.024 [TLM] 32700,15139,1427,888,3110,3110,3110,1571,1188,1,39,1460,1539,823,5945,119,19232,25
17:17:51.058 [TLM] 32710,15155,1411,889,3107,3107,3107,1231,1889,-5,114,1385,1614,2724,-587,119,2976,25
17:17:51.059 [TLM] 32720,15169,1397,889,3119,3119,3119,1351,1681,-4,194,1305,1694,170,2343,119,2976,25
17:17:51.130 [TLM] 32730,15184,1382,890,3135,3135,3135,1357,1671,-6,223,1276,1723,-705,3319,119,2976,25
17:17:51.130 [TLM] 32740,15200,1366,889,3159,3159,3159,1227,1756,-4,-115,1615,1384,6094,-2707,119,2976,25
17:17:51.130 [TLM] 32750,15213,1353,889,3180,3180,3180,1324,1676,-6,79,1420,1579,1972,1561,119,2976,25
17:17:51.132 [TLM] 32760,15230,1336,888,3219,3219,3219,1107,1939,-8,211,1288,1711,2327,401,119,19360,25
17:17:51.200 [TLM] 32770,15244,1323,887,3265,3265,3265,1139,1913,-10,202,1297,1702,2046,338,119,3104,25
17:17:51.201 [TLM] 32780,15260,1306,884,3331,3331,3331,913,2126,-12,451,1048,1951,1295,1192,119,3104,25
17:17:51.201 [TLM] 32790,15274,1293,881,3402,3402,3402,1137,1700,-6,-29,1529,1470,6915,-1565,119,3104,25
17:17:51.235 [TLM] 32800,15288,1280,877,3434,3434,3434,1186,1513,-4,245,1254,1745,3557,4496,119,3104,25
17:17:51.236 [TLM] 32810,15303,1265,872,3457,3457,3457,1209,1772,-5,351,1148,1851,1886,3158,119,3104,25
17:17:51.270 [TLM] 32820,15316,1253,868,3476,3476,3476,1451,1133,0,-1,1501,1498,5286,5527,119,3104,25
17:17:51.273 [TLM] 32830,15331,1239,863,3474,3474,3474,1539,1339,2,-263,1763,1236,8257,-529,119,3104,25
17:17:51.304 [TLM] 32840,15343,1227,859,3457,3457,3457,1839,990,7,-182,1682,1317,4233,4793,119,3104,25
17:17:51.338 [TLM] 32850,15361,1210,854,3415,3415,3415,1839,1219,7,-270,1770,1229,4910,899,119,3104,25
17:17:51.339 [TLM] 32860,15376,1196,850,3376,3376,3376,1829,1081,9,-404,1904,1095,7213,563,119,3104,25
17:17:51.410 [TLM] 32870,15390,1182,847,3332,3332,3332,2229,980,12,-687,2187,812,6022,-2012,119,3104,25
17:17:51.411 [TLM] 32880,15405,1167,845,3277,3277,3277,1820,1100,12,-254,1754,1245,4147,3123,119,3104,25
17:17:51.411 [TLM] 32890,15419,1153,844,3221,3221,3221,2303,570,19,-687,2187,812,5618,2853,119,3104,25
17:17:51.412 [TLM] 32900,15436,1136,843,3129,3129,3129,2240,872,18,-649,2149,850,5141,-220,119,3104,25
17:17:51.479 [TLM] 32910,15450,1122,844,3046,3046,3046,2141,853,15,-306,1806,1193,1467,5189,119,3104,25
17:17:51.515 [TLM] 32920,15469,1103,847,2954,2954,2954,1849,1433,9,-336,1836,1163,3552,-4782,119,19488,25
17:17:51.517 [TLM] 32930,15481,1091,850,2888,2888,2888,1845,1159,9,-215,1715,1284,1597,3593,119,19488,25
17:17:51.519 [TLM] 32941,15499,1074,855,2817,2817,2817,1777,1288,6,-223,1723,1276,1755,2109,116,3232,25
17:17:51.521 [TLM] 32950,15514,1061,860,2768,2768,2768,1639,1331,2,223,1276,1723,-3357,8499,116,3232,25
17:17:51.621 [TLM] 32960,15530,1045,866,2740,2740,2740,1388,1840,0,149,1350,1649,554,422,116,19616,25
17:17:51.623 [TLM] 32970,15544,1033,872,2727,2727,2727,1301,1741,-5,24,1475,1524,2235,564,116,19616,25
17:17:51.626 [TLM] 32980,15560,1018,878,2746,2746,2746,1371,1677,-4,86,1413,1586,735,2180,116,3360,25
17:17:51.627 [TLM] 32990,15576,1003,884,2769,2769,2769,1203,1886,-8,573,926,2073,-4281,6299,116,3360,25
17:17:51.627 [TLM] 33000,15590,990,889,2810,2810,2810,1181,1716,-9,282,1217,1782,117,4357,116,3360,25
17:17:51.655 [TLM] 33010,15605,975,893,2854,2854,2854,1141,1848,-6,117,1382,1617,3665,86,116,3360,25
17:17:51.656 [TLM] 33020,15620,961,897,2897,2897,2897,1142,1881,-6,-200,1700,1299,8380,-4835,116,3360,25
17:17:51.687 [TLM] 33030,15635,947,900,2946,2946,2946,1207,1717,-6,223,1276,1723,2202,2454,116,3360,25
17:17:51.689 [TLM] 33040,15650,932,903,2983,2983,2983,1287,1743,-5,237,1262,1737,1222,2235,116,3360,25
17:17:51.761 [TLM] 33050,15665,917,905,3007,3007,3007,1375,1637,-4,162,1337,1662,1350,2618,116,3360,25
17:17:51.762 [TLM] 33060,15678,904,907,3025,3025,3025,1327,1632,-5,224,1275,1724,812,3662,116,3360,25
17:17:51.762 [TLM] 33070,15693,889,908,3050,3050,3050,1363,1555,-4,230,1269,1730,628,4412,116,3360,25
17:17:51.794 [TLM] 33080,15709,873,909,3084,3084,3084,1232,1810,-4,-189,1689,1310,8034,-4194,116,3360,25
17:17:51.795 [TLM] 33090,15723,859,910,3107,3107,3107,1507,1403,0,-2,1502,1497,3043,3156,116,3360,25
17:17:51.828 [TLM] 33100,15738,845,910,3116,3116,3116,1737,1244,0,65,1434,1565,-1676,6128,116,3360,25
17:17:51.829 [TLM] 33110,15754,828,911,3132,3132,3132,1509,1383,0,-82,1582,1417,3858,1293,116,3360,25
17:17:51.863 [TLM] 33120,15770,812,911,3145,3145,3145,1446,1627,0,127,1372,1627,978,2306,116,3360,25
17:17:51.898 [TLM] 33130,15784,798,911,3154,3154,3154,1450,1456,0,-57,1557,1442,3767,1502,116,3360,25
17:17:51.899 [TLM] 33140,15798,784,910,3154,3154,3154,1534,1401,1,-93,1593,1406,3656,1537,116,3360,25
17:17:51.933 [TLM] 33150,15813,769,910,3149,3149,3149,1468,1546,1,-4,1504,1495,3350,836,116,3360,25
17:17:51.933 [TLM] 33160,15830,752,910,3145,3145,3145,1504,1539,0,-217,1717,1282,5633,-1940,116,3360,25
17:17:51.969 [TLM] 33170,15843,739,910,3140,3140,3140,1515,1555,0,84,1415,1584,1129,2125,116,19744,25
17:17:51.969 [TLM] 33180,15860,722,910,3135,3135,3135,1489,1473,0,-75,1575,1424,3701,949,116,19744,25
17:17:52.003 [TLM] 33190,15874,708,910,3126,3126,3126,1520,1346,1,30,1469,1530,2171,3741,116,3488,25
17:17:52.040 [TLM] 33200,15889,693,911,3119,3119,3119,1503,1352,3,-378,1878,1121,8162,-2064,116,3488,25
17:17:52.041 [TLM] 33210,15905,677,911,3103,3103,3103,1899,1250,6,-341,1841,1158,3136,-281,116,3488,25
17:17:52.074 [TLM] 33220,15920,662,912,3083,3083,3083,1601,1434,5,-457,1957,1042,7559,-3923,116,3488,25
17:17:52.075 [TLM] 33230,15934,648,913,3069,3069,3069,1593,1188,8,-630,2130,869,10956,-3729,116,3488,25
17:17:52.108 [TLM] 33240,15948,634,914,3031,3031,3031,1761,1116,9,102,1397,1602,-555,7671,116,3488,25
17:17:52.109 [TLM] 33250,15962,620,916,2985,2985,2985,1799,1084,12,-695,2195,804,10239,-2750,116,3488,25
17:17:52.143 [TLM] 33260,15979,604,919,2911,2911,2911,2089,1041,12,-49,1549,1450,-2314,6714,116,3488,25
17:17:52.179 [TLM] 33270,15996,588,924,2842,2842,2842,1773,1483,8,-1286,2786,213,12000,-12000,116,3488,25
17:17:52.179 [TLM] 33280,16008,576,928,2780,2780,2780,1962,807,12,-409,1909,1090,3961,4988,116,3488,25
17:17:52.213 [TLM] 33290,16026,559,935,2709,2709,2709,1940,1426,10,-361,1861,1138,2799,-2588,116,3488,25
17:17:52.215 [TLM] 33300,16040,547,941,2638,2638,2638,1914,1069,9,-81,1581,1418,-983,6244,116,3488,25
17:17:52.249 [TLM] 33310,16056,534,949,2579,2579,2579,1762,1721,4,-495,1995,1004,5722,-7740,116,3488,25
17:17:52.251 [TLM] 33320,16070,522,957,2515,2515,2515,1738,911,8,-536,2036,963,7255,1345,116,3488,25
17:17:52.284 [TLM] 33330,16084,511,966,2448,2448,2448,2044,803,12,-433,1933,1066,2772,4502,116,3488,25
17:17:52.318 [TLM] 33340,16099,499,976,2381,2381,2381,1834,1181,10,-489,1989,1010,5769,-694,116,3488,25
17:17:52.319 [TLM] 33350,16112,490,985,2330,2330,2330,1975,965,12,-476,1976,1023,4284,2320,116,3488,25
17:17:52.392 [TLM] 33360,16128,480,998,2272,2272,2272,1629,1260,9,-369,1869,1130,6562,729,116,3488,25
17:17:52.392 [TLM] 33370,16143,471,1009,2237,2237,2237,1893,894,16,-925,2425,574,12000,-3678,116,3488,25
17:17:52.393 [TLM] 33380,16158,462,1021,2168,2168,2168,2034,994,14,-239,1739,1260,1279,5187,116,3488,25
17:17:52.394 [TLM] 33390,16172,454,1033,2100,2100,2100,2003,777,15,-577,2077,922,6877,2983,116,3488,25
17:17:52.423 [TLM] 33400,16189,446,1048,2031,2031,2031,2178,1115,14,-423,1923,1076,1363,1244,116,3488,25
17:17:52.458 [TLM] 33410,16204,440,1061,1969,1969,1969,1887,1222,10,-334,1834,1165,3179,1614,116,3488,25
17:17:52.458 [TLM] 33420,16217,435,1074,1908,1908,1908,2167,455,19,-571,2071,928,4743,6426,116,3488,25
17:17:52.492 [TLM] 33430,16234,431,1090,1826,1826,1826,2026,1221,14,-463,1963,1036,3766,-389,116,3488,25
17:17:52.492 [TLM] 33440,16248,428,1103,1758,1758,1758,2051,795,14,-476,1976,1023,3877,4395,116,3488,25
17:17:52.531 [TLM] 33450,16263,425,1119,1700,1700,1700,1754,1553,15,-1147,2647,352,12000,-12000,116,3488,25
17:17:52.531 [TLM] 33460,16276,424,1131,1628,1628,1628,1991,619,18,-520,2020,979,6403,5415,116,3488,25
17:17:52.564 [TLM] 33470,16293,424,1149,1549,1549,1549,2088,1100,15,-550,2050,949,4955,-1114,116,3488,25
17:17:52.675 [TLM] 33480,16307,425,1163,1472,1472,1472,2040,958,13,-396,1896,1103,3324,3485,116,3488,25
17:17:52.675 [TLM] 33490,16323,427,1178,1402,1402,1402,1935,1142,12,-450,1950,1049,4859,420,116,3488,25
17:17:52.676 [TLM] 33500,16338,430,1193,1339,1339,1339,1842,1204,9,-475,1975,1024,5734,-79,116,3488,25
17:17:52.741 [TLM] 33510,16352,434,1206,1283,1283,1283,1933,825,14,-774,2274,725,9981,-360,116,3488,25
17:17:52.742 [TLM] 33520,16367,439,1221,1212,1212,1212,2078,949,14,-461,1961,1038,3819,2876,116,3488,25
17:17:52.774 [TLM] 33530,16382,444,1235,1144,1144,1144,2054,1034,13,-344,1844,1155,2283,3510,116,3488,25
17:17:52.776 [TLM] 33540,16397,451,1248,1081,1081,1081,1784,1194,9,-335,1835,1164,4571,2290,116,3488,25
17:17:52.809 [TLM] 33550,16412,458,1261,1039,1039,1039,1889,966,16,-1226,2726,273,12000,-8334,116,3488,25
17:17:52.812 [TLM] 33560,16427,467,1273,967,967,967,2110,1052,14,-193,1693,1306,-82,5747,116,3488,25
17:17:52.812 [TLM] 33570,16441,475,1285,901,901,901,2022,686,16,-592,2092,907,7191,4150,116,3488,25
17:17:52.814 [TLM] 33580,16458,486,1298,834,834,834,2177,1198,11,-231,1731,1268,-1605,3956,116,3488,25
17:17:52.814 [TLM] 33590,16471,495,1307,787,787,787,1996,744,15,-909,2409,590,10842,-409,116,3488,25
17:17:52.815 [TLM] 33600,16487,507,1318,723,723,723,2356,834,19,-1028,2528,471,8344,-3666,116,3488,25
17:17:52.842 [TLM] 33610,16502,518,1328,641,641,641,2064,864,18,-602,2102,897,5751,1873,116,3488,25
17:17:52.881 [TLM] 33620,16518,532,1336,560,560,560,2058,1064,14,-396,1896,1103,2291,2636,116,3488,25
17:17:52.884 [TLM] 33630,16533,545,1344,490,490,490,1928,1083,13,-447,1947,1052,4409,1556,116,3488,25
17:17:52.913 [TLM] 33640,16549,559,1351,424,424,424,1903,1316,9,-269,1769,1230,1508,1549,116,3488,25
17:17:52.951 [TLM] 33650,16563,572,1356,361,361,361,1971,908,13,-440,1940,1059,3730,3444,116,3488,25
17:17:52.951 [TLM] 33660,16580,588,1361,287,287,287,1908,1456,9,-275,1775,1224,1247,-484,116,3488,25
17:17:52.953 [TLM] 33670,16594,602,1365,222,222,222,1843,1001,10,-456,1956,1043,4546,2136,116,3488,25
17:17:52.983 [TLM] 33680,16610,618,1368,156,156,156,1784,1296,12,-1164,2664,335,12000,-11843,116,3488,25
17:17:53.019 [TLM] 33690,16623,630,1369,86,86,86,1905,913,13,-433,1933,1066,4783,4802,116,3488,25
17:17:53.020 [TLM] 33700,16638,645,1370,14,14,14,1893,958,12,-456,1956,1043,4908,2617,116,3488,25
17:17:53.055 [TLM] 33710,16653,661,1370,-51,-51,-51,1983,1062,12,-447,1947,1052,3623,1729,116,3488,25
17:17:53.056 [TLM] 33720,16669,676,1368,-110,-110,-110,1784,1347,8,-59,1559,1440,246,3962,116,3488,25
17:17:53.201 [TLM] 33730,16681,688,1367,-158,-158,-158,1932,792,13,-436,1936,1063,4613,4538,116,3488,25
17:17:53.202 [TLM] 33740,16698,705,1363,-238,-238,-238,1969,1016,11,-339,1839,1160,2462,3797,116,3488,25
17:17:53.203 [TLM] 33750,16713,719,1359,-298,-298,-298,1833,1189,11,-527,2027,972,7038,-1172,116,3488,25
17:17:53.203 [TLM] 33760,16728,734,1354,-354,-354,-354,1831,1204,10,-428,1928,1071,4986,568,116,3488,25
17:17:53.204 [TLM] 33770,16743,748,1349,-398,-398,-398,1800,1255,12,-689,2189,810,9651,-4109,116,3488,25
17:17:53.204 [TLM] 33780,16758,761,1343,-451,-451,-451,1958,986,12,-586,2086,913,6467,725,116,3488,25
