05:22:37.261 [TLM] --- TELEMETRY START (697 samples) ---
05:22:37.263 [TLM] Time_ms,Dist_mm,X_mm,Y_mm,Yaw_mrad,VelL_mmps,VelR_mmps,LinePos,PidLine,PidLSet,PidRSet,PidLOut,PidROut,Bat_dv,Markers,F
05:22:46.643 [TLM] 39578,12169,-326,1233,3148,2595,2611,0,1,2598,2601,3265,2908,112,3620,90
05:22:46.680 [TLM] 39588,12192,-350,1232,3145,2599,2607,0,-4,2604,2595,3238,2948,112,3620,90
05:22:46.682 [TLM] 39598,12221,-378,1232,3144,2622,2611,0,0,2600,2599,2893,2895,112,3620,90
05:22:46.712 [TLM] 39608,12246,-404,1232,3144,2571,2589,0,0,2600,2599,3559,3263,112,3620,90
05:22:46.713 [TLM] 39618,12272,-430,1232,3146,2581,2568,0,0,2600,2599,3456,3578,112,3620,90
05:22:46.747 [TLM] 39628,12298,-455,1232,3146,2558,2557,0,0,2599,2600,3735,3696,112,3620,90
05:22:46.782 [TLM] 39638,12324,-481,1232,3146,2595,2592,0,-3,2603,2596,3342,3283,112,3620,90
05:22:46.784 [TLM] 39648,12350,-507,1232,3146,2567,2571,0,-3,2603,2596,3824,3507,112,3620,90
05:22:46.819 [TLM] 39658,12376,-534,1232,3146,2574,2595,0,4,2595,2604,3587,3332,112,3620,90
05:22:46.820 [TLM] 39668,12400,-557,1232,3144,2630,2569,0,-3,2603,2596,2920,3542,112,3620,90
05:22:46.853 [TLM] 39678,12428,-586,1231,3146,2626,2634,0,5,2594,2605,2888,2820,112,3620,90
05:22:46.853 [TLM] 39688,12454,-612,1231,3144,2658,2608,0,6,2593,2606,2418,3179,112,3620,90
05:22:46.887 [TLM] 39698,12480,-637,1231,3144,2602,2593,0,-4,2604,2595,3264,3197,112,3620,90
05:22:46.922 [TLM] 39708,12506,-663,1231,3145,2552,2611,0,1,2598,2601,3866,3073,112,3620,90
05:22:46.923 [TLM] 39718,12532,-689,1231,3146,2590,2600,0,0,2600,2599,3457,3185,112,3620,90
05:22:46.957 [TLM] 39728,12556,-713,1231,3145,2585,2643,0,-1,2601,2598,3506,2587,112,3620,90
05:22:46.957 [TLM] 39738,12584,-741,1231,3145,2583,2546,0,0,2599,2600,3510,3928,112,3620,90
05:22:46.995 [TLM] 39748,12610,-767,1231,3145,2598,2609,0,3,2596,2603,3327,3129,112,3620,90
05:22:46.995 [TLM] 39758,12636,-794,1231,3141,2624,2622,0,-3,2603,2596,3048,2872,112,3620,90
05:22:47.027 [TLM] 39768,12662,-820,1231,3140,2606,2622,0,4,2595,2604,3163,2920,112,3620,90
05:22:47.063 [TLM] 39778,12688,-846,1231,3139,2608,2621,0,4,2595,2604,3110,2946,112,3620,90
05:22:47.063 [TLM] 39788,12714,-872,1231,3139,2518,2683,0,-42,2642,2557,4883,1516,112,3620,90
05:22:47.097 [TLM] 39798,12740,-898,1231,3139,2545,2662,0,92,2507,2692,2183,4068,112,3620,90
05:22:47.099 [TLM] 39808,12764,-921,1231,3145,2571,2511,0,0,2600,2599,3515,4263,112,3620,90
05:22:47.132 [TLM] 39818,12792,-949,1231,3149,2481,2656,0,353,2246,2953,-207,7370,112,3620,90
05:22:47.170 [TLM] 39828,12818,-975,1230,3158,2588,2606,0,0,2600,2599,3365,3004,112,3620,90
05:22:47.171 [TLM] 39838,12844,-1001,1230,3164,2580,2561,0,-2,2602,2597,3711,3611,112,3620,90
05:22:47.202 [TLM] 39848,12870,-1027,1229,3161,2702,2449,0,259,2340,2859,-1536,8661,112,3620,90
05:22:47.203 [TLM] 39858,12896,-1053,1229,3148,2587,2640,0,9,2590,2609,3124,3248,112,3620,90
05:22:47.236 [TLM] 39868,12919,-1076,1229,3146,2595,2564,0,-4,2604,2595,3200,3969,112,3620,90
05:22:47.238 [TLM] 39878,12947,-1105,1229,3148,2570,2655,0,-5,2605,2594,3585,2762,112,3620,90
05:22:47.271 [TLM] 39888,12973,-1131,1228,3150,2588,2622,0,-2,2602,2597,3382,3095,112,20004,90
05:22:47.273 [TLM] 39898,12999,-1157,1228,3153,2594,2606,-4,3632,-1032,6232,-12000,12000,112,3748,90
05:22:47.307 [TLM] 39908,13023,-1181,1227,3197,1745,3169,-10,625,1974,3225,-399,11370,112,3748,90
05:22:47.343 [TLM] 39918,13048,-1205,1225,3314,1069,3693,-20,3787,-1187,6387,-12000,12000,112,3748,90
05:22:47.343 [TLM] 39928,13069,-1225,1219,3515,195,4278,-22,2019,580,4619,-4207,12000,112,3748,90
05:22:47.380 [TLM] 39938,13093,-1246,1206,3790,829,4116,-15,1059,1540,3659,6511,11279,112,3748,90
05:22:47.384 [TLM] 39948,13118,-1264,1189,4011,1009,4138,-13,1237,1362,3837,4053,10853,112,3748,90
05:22:47.413 [TLM] 39958,13145,-1278,1166,4268,795,4302,-14,1082,1517,3682,10760,5792,112,3748,90
05:22:47.414 [TLM] 39968,13173,-1286,1140,4491,1398,4022,-14,1465,1134,4065,-1525,12000,112,20132,90
05:22:47.448 [TLM] 39978,13197,-1288,1116,4715,804,4061,-12,838,1761,3438,12000,1872,112,20132,90
05:22:47.483 [TLM] 39988,13221,-1285,1091,4919,1574,3377,-9,790,1809,3390,10339,9446,112,3876,90
05:22:47.486 [TLM] 39998,13243,-1279,1071,5089,1668,2750,-6,543,2056,3143,12000,12000,112,3876,90
05:22:47.518 [TLM] 40008,13268,-1268,1048,5213,2092,3071,-6,570,2029,3170,10168,10032,112,3876,90
05:22:47.519 [TLM] 40018,13300,-1251,1021,5337,2363,3220,-6,249,2350,2849,10237,2876,112,3876,90
05:22:47.551 [TLM] 40028,13324,-1236,1003,5405,2303,3436,-7,568,2031,3168,5606,5135,112,3876,90
05:22:47.553 [TLM] 40038,13350,-1218,984,5475,2033,3122,-6,238,2361,2838,12000,3503,112,3876,90
05:22:47.587 [TLM] 40048,13381,-1196,962,5551,2192,3175,-6,567,2032,3167,4560,7463,112,3876,90
05:22:47.624 [TLM] 40058,13406,-1177,946,5622,2619,2377,0,-130,2730,2469,11815,5277,112,3876,90
05:22:47.625 [TLM] 40068,13433,-1155,930,5635,2752,2573,0,4,2595,2604,7279,4901,112,3876,90
05:22:47.657 [TLM] 40078,13460,-1134,914,5634,2683,2542,0,1,2598,2601,7343,5225,112,3876,90
05:22:47.658 [TLM] 40088,13485,-1114,898,5624,2849,2632,0,2,2597,2602,4220,4216,112,3876,90
05:22:47.692 [TLM] 40098,13514,-1091,880,5613,2799,2629,0,-1,2601,2598,3890,3957,112,3876,90
05:22:47.694 [TLM] 40108,13539,-1072,865,5605,2787,2595,0,664,1935,3264,-5871,12000,112,3876,90
05:22:47.729 [TLM] 40118,13569,-1048,846,5606,2709,2696,2,-1115,3715,1484,12000,-12000,112,3876,90
05:22:47.764 [TLM] 40128,13592,-1031,831,5577,2877,2310,0,548,2051,3148,-5970,12000,112,3876,90
05:22:47.767 [TLM] 40138,13621,-1008,812,5571,2770,2575,1,-592,3192,2007,11603,-5010,112,3876,90
05:22:47.797 [TLM] 40148,13644,-991,797,5556,2536,2623,0,-2,2602,2597,5173,3518,112,3876,90
05:22:47.798 [TLM] 40158,13674,-969,777,5555,2646,2642,0,-38,2638,2561,4038,2495,112,3876,90
05:22:47.833 [TLM] 40168,13697,-951,761,5550,2655,2566,0,14,2585,2614,2938,4065,112,3876,90
05:22:47.835 [TLM] 40178,13726,-930,742,5549,2640,2624,0,-4,2604,2595,3307,2881,112,3876,90
05:22:47.868 [TLM] 40188,13750,-912,726,5546,2870,2470,1,-185,2785,2414,3255,1540,112,3876,90
05:22:47.902 [TLM] 40198,13779,-891,707,5535,2598,2602,0,0,2600,2599,3386,3303,112,3876,90
05:22:47.903 [TLM] 40208,13805,-872,689,5538,2569,2667,0,7,2592,2607,3593,2488,112,3876,90
05:22:47.938 [TLM] 40218,13831,-853,671,5540,2593,2632,0,-19,2619,2580,3628,2398,112,3876,90
05:22:47.938 [TLM] 40228,13855,-835,655,5538,2640,2618,0,14,2585,2614,2475,3008,112,3876,90
05:22:47.972 [TLM] 40238,13883,-814,636,5534,2780,2438,0,-24,2624,2575,894,4898,112,53028,90
05:22:47.972 [TLM] 40248,13906,-797,620,5530,2595,2564,0,-2,2602,2597,2918,3725,112,3877,90
05:22:48.007 [TLM] 40258,13935,-776,601,5531,2594,2646,0,-1,2601,2598,2985,2701,112,3877,90
05:22:48.042 [TLM] 40268,13958,-759,585,5533,2544,2573,0,-3,2603,2596,3734,3484,112,3877,90
05:22:48.043 [TLM] 40278,13988,-738,565,5536,2698,2602,0,-2,2602,2597,1782,2990,112,3877,90
05:22:48.077 [TLM] 40288,14011,-721,549,5537,2754,2444,2,-382,2982,2217,7417,-1321,112,3877,90
05:22:48.078 [TLM] 40298,14038,-701,530,5511,2366,2742,0,-2,2602,2597,6740,1217,112,3877,90
05:22:48.114 [TLM] 40308,14062,-684,514,5500,2654,2590,0,0,2600,2599,2952,3324,112,3877,90
05:22:48.114 [TLM] 40318,14090,-664,493,5492,2561,2598,0,-267,2867,2332,7183,116,112,3877,90
05:22:48.148 [TLM] 40328,14114,-648,477,5490,2653,2606,-1,623,1976,3223,-6583,12000,112,3877,90
05:22:48.182 [TLM] 40338,14140,-629,458,5514,2640,2564,0,-4,2604,2595,2895,3908,112,3877,90
05:22:48.184 [TLM] 40348,14167,-609,439,5518,2419,2488,1,305,2294,2905,2091,8630,112,3877,90
05:22:48.219 [TLM] 40358,14191,-592,423,5526,2469,2690,0,2,2597,2602,5765,2396,112,3877,90
05:22:48.219 [TLM] 40368,14220,-571,403,5532,2602,2646,0,0,2600,2599,4241,2674,112,3877,90
05:22:48.252 [TLM] 40378,14243,-554,387,5529,2600,2607,0,-1,2601,2598,4143,3141,112,20261,90
05:22:48.252 [TLM] 40388,14272,-533,368,5516,2625,2535,0,6,2593,2606,3224,4415,112,4005,90
05:22:48.286 [TLM] 40398,14298,-514,349,5512,2622,2625,0,298,2301,2898,-1434,7535,112,4005,90
05:22:48.322 [TLM] 40408,14325,-495,331,5528,2541,2744,0,-87,2687,2512,5265,213,112,4005,90
05:22:48.323 [TLM] 40418,14351,-476,313,5542,2138,3061,-3,623,1976,3223,-964,7381,112,4005,90
05:22:48.358 [TLM] 40428,14374,-459,298,5579,2507,2380,0,310,2289,2910,1134,10399,112,4005,90
05:22:48.358 [TLM] 40438,14397,-441,283,5603,1757,3222,-5,509,2090,3109,5841,5541,112,4005,90
05:22:48.392 [TLM] 40448,14425,-418,266,5655,2282,2774,-3,716,1883,3316,-1299,11733,112,4005,90
05:22:48.392 [TLM] 40458,14449,-399,252,5684,1954,3518,-5,616,1983,3216,3128,2379,112,4005,90
05:22:48.429 [TLM] 40468,14476,-376,238,5725,2594,2376,-6,2303,296,4903,-12000,12000,112,4005,90
05:22:48.463 [TLM] 40478,14500,-356,225,5751,2085,3287,-6,581,2018,3181,1841,5732,112,4005,90
05:22:48.463 [TLM] 40488,14529,-330,211,5813,2092,3447,-6,626,1973,3226,826,4114,112,4005,90
05:22:48.499 [TLM] 40498,14552,-309,202,5883,2015,3204,-6,563,2036,3163,3018,5993,112,4005,90
05:22:48.499 [TLM] 40508,14581,-282,192,5972,2034,3176,-5,286,2313,2886,6834,1853,112,4005,90
05:22:48.532 [TLM] 40518,14608,-256,185,6047,2012,3246,-6,589,2010,3189,2504,5151,112,4005,90
05:22:48.534 [TLM] 40528,14634,-230,180,6132,2115,3235,-6,572,2027,3172,1266,4557,112,4005,90
05:22:48.570 [TLM] 40538,14659,-205,178,6211,2269,2680,-1,-145,2745,2454,11463,-364,112,4005,90
05:22:48.602 [TLM] 40548,14682,-183,176,6253,1956,2937,-6,580,2019,3180,2921,9640,112,4005,90
05:22:48.603 [TLM] 40558,14710,-155,177,6334,2536,2332,0,13,2586,2613,7097,6689,112,4005,90
05:22:48.637 [TLM] 40568,14732,-133,179,6374,1836,2933,-4,313,2286,2913,9990,6038,112,4005,90
05:22:48.638 [TLM] 40578,14763,-102,183,6434,2478,2839,-4,907,1692,3507,-6343,12000,112,4005,90
05:22:48.672 [TLM] 40588,14784,-81,186,6480,1840,2974,-3,-3,2603,2596,12000,695,112,4005,90
05:22:48.672 [TLM] 40598,14812,-54,193,6527,2020,3014,-6,575,2024,3175,4012,9630,112,4005,90
05:22:48.707 [TLM] 40608,14838,-29,200,6583,2125,3276,-6,578,2021,3178,2330,5359,112,4005,90
05:22:48.743 [TLM] 40618,14867,-2,209,6654,2095,3249,-6,573,2026,3173,2325,5412,112,4005,90
05:22:48.744 [TLM] 40628,14894,22,220,6730,2242,3051,-2,-356,2956,2243,12000,-6746,112,4005,90
05:22:48.778 [TLM] 40638,14919,44,232,6765,2165,2816,-6,584,2015,3184,-225,11620,112,4005,90
05:22:48.778 [TLM] 40648,14943,65,243,6827,2049,3292,-6,574,2025,3174,1881,5606,112,4005,90
05:22:48.812 [TLM] 40658,14971,88,259,6909,2339,2862,-3,515,2084,3115,231,8669,112,4005,90
05:22:48.814 [TLM] 40668,14994,107,273,6967,1901,3383,-6,569,2030,3169,3959,4040,112,4005,90
05:22:48.849 [TLM] 40678,15022,128,292,7045,2339,2763,-3,467,2132,3067,1470,8948,112,4005,90
05:22:48.884 [TLM] 40688,15046,145,309,7089,2091,3185,-4,113,2486,2713,8517,-502,112,4005,90
05:22:48.884 [TLM] 40698,15075,164,330,7138,2272,2844,-6,124,2475,2724,4523,5235,112,4005,90
05:22:48.919 [TLM] 40708,15098,179,348,7186,2029,3291,-6,567,2032,3167,1169,5995,112,4005,90
05:22:48.919 [TLM] 40718,15127,195,372,7265,2453,2777,-2,153,2446,2753,3404,4569,112,4005,90
05:22:48.953 [TLM] 40728,15151,208,392,7324,1662,3229,-4,-638,3238,1961,12000,-10916,112,4005,90
05:22:48.954 [TLM] 40738,15174,219,413,7402,2489,2177,0,3,2596,2603,7456,9839,112,4005,90
05:22:48.987 [TLM] 40748,15200,229,436,7445,1742,3248,-5,1139,1460,3739,-399,12000,112,4005,90
05:22:49.022 [TLM] 40758,15226,239,461,7508,1993,3245,-6,573,2026,3173,5414,5551,112,4005,90
05:22:49.022 [TLM] 40768,15255,248,488,7563,2156,3330,-6,580,2019,3180,2173,4248,112,4005,90
05:22:49.057 [TLM] 40778,15281,254,513,7631,2055,3244,-6,584,2015,3184,2832,5107,112,4005,90
05:22:49.057 [TLM] 40788,15305,259,537,7699,2138,3316,-6,573,2026,3173,1642,3776,112,4005,90
05:22:49.093 [TLM] 40798,15334,262,566,7789,2129,3146,-2,-612,3212,1987,12000,-12000,112,4005,90
05:22:49.093 [TLM] 40808,15359,263,591,7827,2665,2568,-4,1573,1026,4173,-12000,12000,112,4005,90
05:22:49.126 [TLM] 40818,15383,263,615,7886,1910,3061,-1,-544,3144,2055,12000,-9320,112,4005,90
05:22:49.163 [TLM] 40828,15408,261,640,7911,2491,2646,-5,1412,1187,4012,-12000,12000,112,4005,90
05:22:49.164 [TLM] 40838,15436,259,667,7957,2127,3307,-6,573,2026,3173,2437,5392,112,4005,90
05:22:49.196 [TLM] 40848,15459,256,690,8018,2152,3272,-6,582,2017,3182,1704,5797,112,4005,90
05:22:49.198 [TLM] 40858,15488,249,719,8105,2118,3217,-5,256,2343,2856,6543,1472,112,4005,90
05:22:49.233 [TLM] 40868,15515,242,744,8173,2065,3217,-6,585,2014,3185,1938,5992,112,4005,90
05:22:49.234 [TLM] 40878,15542,232,769,8259,2298,2955,-3,293,2306,2893,4655,2874,112,4005,90
05:22:49.270 [TLM] 40888,15567,222,792,8322,1861,3187,-4,-356,2956,2243,12000,-7922,112,4005,90
05:22:49.302 [TLM] 40898,15593,209,815,8371,2496,2628,-6,1905,694,4505,-12000,12000,112,4005,90
05:22:49.302 [TLM] 40908,15618,196,836,8417,2115,3103,-6,577,2022,3177,2190,7129,112,4005,90
05:22:49.336 [TLM] 40918,15644,181,858,8486,1952,3470,-6,485,2114,3085,5152,1530,112,4005,90
05:22:49.337 [TLM] 40928,15670,165,878,8556,1977,3149,-6,578,2021,3178,3565,6262,112,4005,90
05:22:49.374 [TLM] 40938,15697,147,898,8625,2188,3079,-2,-572,3172,2027,12000,-10696,112,4005,90
05:22:49.375 [TLM] 40948,15722,129,916,8647,2392,2794,-5,1479,1120,4079,-12000,12000,112,4005,90
05:22:49.408 [TLM] 40958,15745,112,931,8698,2106,3094,-3,-407,3007,2192,12000,-7320,112,4005,90
05:22:49.443 [TLM] 40968,15773,91,949,8757,1878,3094,-6,577,2022,3177,4315,8130,112,4005,90
05:22:49.444 [TLM] 40978,15800,69,965,8845,2083,3334,-5,224,2375,2824,7212,-498,112,4005,90
05:22:49.478 [TLM] 40988,15826,47,978,8907,2158,2975,-6,903,1696,3503,-3843,12000,112,4005,90
05:22:49.478 [TLM] 40998,15849,26,989,8976,1976,3415,-3,-179,2779,2420,12000,-8017,112,4005,90
05:22:49.512 [TLM] 41008,15877,1,1000,9030,2358,2832,-6,1222,1377,3822,-10240,12000,112,4005,90
05:22:49.514 [TLM] 41018,15900,-20,1008,9092,2014,3247,-6,573,2026,3173,3434,6009,112,4005,90
05:22:49.547 [TLM] 41028,15930,-49,1016,9183,2014,3346,-4,-329,2929,2270,12000,-9006,112,4005,90
05:22:49.582 [TLM] 41038,15952,-71,1021,9239,2737,2509,-3,690,1909,3290,-6322,12000,112,4005,90
05:22:49.584 [TLM] 41048,15982,-100,1025,9306,2331,2967,-2,149,2450,2749,6005,1941,112,4005,90
05:22:49.618 [TLM] 41058,16005,-123,1027,9346,2475,2680,-3,684,1915,3284,-3578,12000,112,4005,90
05:22:49.619 [TLM] 41068,16036,-154,1029,9401,2399,3193,-3,286,2313,2886,2926,479,112,4005,90
05:22:49.652 [TLM] 41078,16057,-175,1029,9446,1643,3193,-6,579,2020,3179,7339,5970,112,4005,90
05:22:49.653 [TLM] 41088,16086,-204,1027,9524,2051,3121,-6,574,2025,3174,2561,6613,112,4005,90
05:22:49.686 [TLM] 41098,16111,-229,1024,9589,2103,3269,-6,585,2014,3185,1488,4581,112,4005,90
05:22:49.722 [TLM] 41108,16139,-256,1017,9675,2083,3216,-6,573,2026,3173,1892,4855,112,4005,90
05:22:49.723 [TLM] 41118,16165,-281,1010,9763,2047,3186,-3,-514,3114,2085,12000,-11445,112,4005,90
05:22:49.758 [TLM] 41128,16191,-305,1000,9806,2441,2710,-4,1200,1399,3800,-10937,12000,112,4005,90
05:22:49.758 [TLM] 41138,16212,-325,992,9870,2195,2730,0,-1810,4410,789,12000,-12000,112,4005,90
05:22:49.791 [TLM] 41148,16241,-350,979,9909,2621,2535,0,27,2572,2627,5975,5044,112,4005,90
05:22:49.792 [TLM] 41158,16265,-371,967,9925,2270,3043,-2,336,2263,2936,5086,3846,112,4005,90
05:22:49.827 [TLM] 41168,16294,-396,953,9962,2424,2916,-5,1035,1564,3635,-8088,12000,112,4005,90
05:22:49.864 [TLM] 41178,16318,-416,940,10017,2070,3142,-4,-92,2692,2507,11683,-2628,112,4005,90
05:22:49.865 [TLM] 41188,16347,-440,923,10074,2371,2942,-6,1289,1310,3889,-12000,12000,112,4005,90
05:22:49.897 [TLM] 41198,16368,-456,909,10142,2057,2845,0,-28,2628,2571,12000,-605,112,4005,90
05:22:49.899 [TLM] 41208,16396,-477,890,10176,2648,2565,0,9,2590,2609,6584,3588,112,20389,90
05:22:49.932 [TLM] 41218,16422,-496,872,10187,2025,3202,-4,417,2182,3017,6768,3092,112,4133,90
05:22:49.933 [TLM] 41228,16448,-514,854,10220,2724,2411,0,12,2587,2612,5706,5475,112,4133,90
05:22:49.968 [TLM] 41238,16476,-533,834,10240,2326,3037,0,-976,3576,1623,12000,-12000,112,4133,90
05:22:50.004 [TLM] 41248,16502,-551,815,10257,2832,2575,0,21,2578,2621,3076,3950,112,4133,90
05:22:50.005 [TLM] 41258,16528,-569,796,10260,2750,2589,0,857,1742,3457,-8347,12000,112,4133,90
05:22:50.037 [TLM] 41268,16554,-586,776,10264,2646,2585,0,6,2593,2606,5181,3109,112,4133,90
05:22:50.038 [TLM] 41278,16581,-604,756,10258,2387,3037,-2,194,2405,2794,4426,1186,112,4133,90
05:22:50.072 [TLM] 41288,16604,-620,739,10259,2719,2427,-1,17,2582,2617,3412,4944,112,4133,90
05:22:50.072 [TLM] 41298,16632,-638,719,10257,2070,2919,-1,-765,3365,1834,12000,-10244,112,4133,90
05:22:50.108 [TLM] 41308,16658,-656,700,10260,2672,2551,0,217,2382,2817,738,7784,112,4133,90
05:22:50.143 [TLM] 41318,16684,-673,680,10260,2563,2674,0,-173,2773,2426,7533,554,112,4133,90
05:22:50.144 [TLM] 41328,16711,-691,660,10252,2684,2652,-2,702,1897,3302,-7631,12000,112,4133,90
05:22:50.177 [TLM] 41338,16735,-708,642,10270,2661,2489,0,-7,2607,2592,3914,5370,112,4133,90
05:22:50.177 [TLM] 41348,16759,-724,624,10276,2593,2670,0,3,2596,2603,4559,3137,112,4133,90
05:22:50.212 [TLM] 41358,16789,-743,602,10281,2666,2669,-3,1992,607,4592,-12000,12000,112,53285,90
05:22:50.213 [TLM] 41368,16815,-760,582,10278,2671,2626,0,-112,2712,2487,4641,1276,112,4134,90
05:22:50.246 [TLM] 41378,16841,-777,563,10262,2785,2414,0,225,2374,2825,-1859,8819,112,4134,90
05:22:50.283 [TLM] 41388,16866,-795,544,10252,2629,2508,0,1,2598,2601,3357,4455,112,4134,90
05:22:50.284 [TLM] 41398,16893,-813,524,10246,2669,2589,0,0,2600,2599,2724,3501,112,4134,90
05:22:50.319 [TLM] 41408,16916,-828,507,10245,2608,2568,0,0,2600,2599,3404,3794,113,4134,90
05:22:50.321 [TLM] 41418,16945,-848,486,10246,2602,2657,0,-4,2604,2595,3357,2376,113,4134,90
05:22:50.354 [TLM] 41428,16971,-866,467,10245,2642,2638,0,0,2599,2600,2773,2668,113,4134,90
05:22:50.355 [TLM] 41438,16997,-884,448,10244,2589,2602,0,6,2593,2606,3346,3215,113,4134,90
05:22:50.387 [TLM] 41448,17023,-901,429,10244,2587,2615,0,0,2600,2599,3470,2983,113,4134,90
05:22:50.423 [TLM] 41458,17049,-919,410,10243,2564,2594,0,0,2599,2600,3814,3254,113,4134,90
05:22:50.423 [TLM] 41468,17075,-937,391,10242,2481,2711,0,-451,3051,2148,10756,-4029,113,4134,90
05:22:50.459 [TLM] 41478,17101,-955,372,10237,2703,2493,0,6,2593,2606,1538,4767,113,4134,90
05:22:50.459 [TLM] 41488,17125,-971,355,10242,2632,2596,0,-261,2861,2338,6578,-561,113,4134,90
05:22:50.493 [TLM] 41498,17152,-990,335,10222,2514,2490,-4,1420,1179,4020,-12000,12000,113,4134,90
05:22:50.494 [TLM] 41508,17176,-1006,318,10251,2325,2607,0,-16,2616,2583,7244,4678,113,4134,90
05:22:50.528 [TLM] 41518,17203,-1024,298,10257,2506,2823,0,5,2594,2605,4999,2358,113,4134,90
05:22:50.564 [TLM] 41528,17229,-1042,279,10262,2575,2678,0,-2,2602,2597,4534,3843,113,4134,90
05:22:50.564 [TLM] 41538,17255,-1059,259,10263,2692,2577,0,9,2590,2609,2765,5107,113,4134,90
05:22:50.597 [TLM] 41548,17279,-1075,241,10266,2681,2668,1,-256,2856,2343,6844,-202,113,4134,90
05:22:50.598 [TLM] 41558,17308,-1095,220,10251,2552,2650,0,3,2596,2603,4033,3779,113,4134,90
05:22:50.633 [TLM] 41568,17335,-1113,200,10249,2608,2602,0,1,2598,2601,3493,3741,113,4134,90
05:22:50.635 [TLM] 41578,17361,-1131,181,10242,2686,2564,0,0,2599,2600,2417,4239,113,4134,90
05:22:50.669 [TLM] 41588,17387,-1149,162,10241,2612,2594,0,0,2600,2599,3340,3731,113,20518,90
05:22:50.704 [TLM] 41598,17413,-1166,143,10251,2138,2950,-3,290,2309,2890,3946,4626,113,4262,90
05:22:50.705 [TLM] 41608,17439,-1183,123,10301,2030,3095,-5,572,2027,3172,606,7401,113,4262,90
05:22:50.738 [TLM] 41618,17465,-1199,102,10389,1928,3301,-6,581,2018,3181,1911,4645,113,4262,90
05:22:50.739 [TLM] 41628,17488,-1211,83,10478,1680,3373,-13,2168,431,4768,-12000,12000,113,4262,90
05:22:50.771 [TLM] 41638,17514,-1222,59,10655,907,4073,-16,1428,1171,4028,-120,12000,113,4262,90
05:22:50.771 [TLM] 41648,17540,-1227,35,10867,778,4213,-16,1654,945,4254,-773,12000,113,4262,90
05:22:50.807 [TLM] 41658,17565,-1227,9,11103,622,4434,-16,1012,1587,3612,11684,566,113,4262,90
05:22:50.843 [TLM] 41668,17592,-1221,-16,11338,1157,4242,-16,1445,1154,4045,-26,7995,113,4262,90
05:22:50.844 [TLM] 41678,17616,-1210,-37,11574,864,4046,-15,1432,1167,4032,5126,9649,113,4262,90
05:22:50.878 [TLM] 41688,17640,-1194,-55,11775,1050,3934,-15,1368,1231,3968,4581,9199,113,4262,90
05:22:50.916 [TLM] 41698,17665,-1174,-71,11982,1124,4251,-15,1460,1139,4060,3012,6789,113,4262,90
05:22:50.917 [TLM] 41708,17689,-1153,-82,12199,1205,2961,-12,984,1615,3584,11385,12000,113,4262,90
05:22:50.919 [TLM] 41718,17714,-1129,-89,12360,1862,3044,-6,-630,3230,1969,12000,-8063,113,4262,90
05:22:50.948 [TLM] 41728,17744,-1099,-92,12490,2224,3707,-6,582,2017,3182,4717,942,113,4262,90
05:22:50.984 [TLM] 41738,17766,-1077,-93,12578,1621,2649,-6,583,2016,3183,12000,12000,113,4262,90
05:22:50.984 [TLM] 41748,17796,-1047,-91,12656,2882,3089,-6,367,2232,2967,-1066,6180,113,4262,90
05:22:51.018 [TLM] 41758,17820,-1024,-88,12716,2122,2600,0,-683,3283,1916,12000,-5575,113,4262,90
05:22:51.018 [TLM] 41768,17841,-1003,-85,12738,2932,2176,0,9,2590,2609,6690,11522,113,4262,90
05:22:51.052 [TLM] 41778,17870,-975,-80,12745,2575,2624,0,-102,2702,2497,12000,5024,113,4262,90
05:22:51.053 [TLM] 41788,17894,-951,-75,12745,2740,2527,0,-7,2607,2592,8109,7820,113,4262,90
05:22:51.089 [TLM] 41798,17926,-919,-70,12740,3023,2771,0,-5,2605,2594,3171,4223,113,4262,90
05:22:51.123 [TLM] 41808,17950,-895,-66,12734,2805,2736,3,-756,3356,1843,12000,-7274,113,4262,90
05:22:51.124 [TLM] 41818,17978,-867,-61,12689,2794,2403,0,35,2564,2635,3892,9246,113,4262,90
05:22:51.157 [TLM] 41828,18004,-842,-59,12671,2871,2829,0,-4,2604,2595,2945,3121,113,4262,90
05:22:51.158 [TLM] 41838,18034,-812,-56,12658,2878,2631,1,10,2589,2610,2443,4459,113,37030,90
05:22:51.193 [TLM] --- TELEMETRY END ---
