00:03:07.279 [TUNER] --- CSV START ---
00:03:07.279 [TUNER] Metadata,Profile(Accel:12.0 Jerk:100.0),PID_0(P:15.06000 I:642.76068 D:0.00000),PID_1(P:16.28460 I:690.83972 D:0.00000)
00:03:07.279 [TUNER] Tick,DeltaTime_us,Reading_0,Setpoint_0,Output_0,int_0,Reading_1,Setpoint_1,Output_1,int_1
00:03:10.952 [TUNER] 181,1000,1663.04,1458.00,-0.40,0.00,1372.56,1458.00,4.84,0.00
00:03:10.953 [TUNER] 182,1000,1663.04,1468.40,-0.40,0.00,1372.56,1468.40,4.84,0.00
00:03:10.989 [TUNER] 183,1002,1649.51,1478.70,-0.08,0.00,1499.47,1478.70,3.10,0.00
00:03:10.990 [TUNER] 184,1000,1649.51,1488.90,-0.08,0.00,1499.47,1488.90,3.10,0.00
00:03:11.023 [TUNER] 185,998,1538.13,1499.00,1.87,0.00,1650.38,1499.00,0.78,0.00
00:03:11.058 [TUNER] 186,1000,1538.13,1509.00,1.87,0.00,1650.38,1509.00,0.78,0.00
00:03:11.059 [TUNER] 187,1000,1438.39,1518.90,3.79,0.00,1748.10,1518.90,-0.78,0.00
00:03:11.092 [TUNER] 188,1000,1438.39,1528.70,3.79,0.00,1748.10,1528.70,-0.78,0.00
00:03:11.093 [TUNER] 189,1000,1401.55,1538.40,4.84,0.00,1778.17,1538.40,-1.26,0.00
00:03:11.126 [TUNER] 190,1000,1401.55,1548.00,4.84,0.00,1778.17,1548.00,-1.26,0.00
00:03:11.127 [TUNER] 191,1000,1438.76,1557.50,4.74,0.00,1685.14,1557.50,0.40,0.00
00:03:11.163 [TUNER] 192,1000,1438.76,1566.90,4.74,0.00,1685.14,1566.90,0.40,0.00
00:03:11.199 [TUNER] 193,1000,1546.56,1576.20,3.45,0.00,1540.73,1576.20,3.13,0.00
00:03:11.199 [TUNER] 194,1000,1546.56,1585.40,3.45,0.00,1540.73,1585.40,3.13,0.00
00:03:11.233 [TUNER] 195,1000,1613.50,1594.50,2.71,0.00,1467.95,1594.50,4.80,0.00
00:03:11.233 [TUNER] 196,1000,1613.50,1603.50,2.71,0.00,1467.95,1603.50,4.80,0.00
00:03:11.267 [TUNER] 197,1000,1697.98,1612.40,1.62,0.00,1452.69,1612.40,5.58,0.00
00:03:11.270 [TUNER] 198,1000,1697.98,1621.20,1.62,0.00,1452.69,1621.20,5.58,0.00
00:03:11.302 [TUNER] 199,1000,1648.74,1629.90,2.62,0.00,1478.27,1629.90,5.68,0.00
00:03:11.336 [TUNER] 200,1000,1648.74,1638.50,2.62,0.00,1478.27,1638.50,5.68,0.00
00:03:11.336 [TUNER] 201,1000,1569.83,1647.00,4.18,0.00,1529.67,1647.00,5.30,0.00
00:03:11.371 [TUNER] 202,1000,1569.83,1655.40,4.18,0.00,1529.67,1655.40,5.30,0.00
00:03:11.371 [TUNER] 203,1000,1506.70,1663.70,5.60,0.00,1670.43,1663.70,3.28,0.00
00:03:11.406 [TUNER] 204,1000,1506.70,1671.90,5.60,0.00,1670.43,1671.90,3.28,0.00
00:03:11.407 [TUNER] 205,1000,1605.67,1680.00,4.47,0.00,1813.96,1680.00,1.04,0.00
00:03:11.443 [TUNER] 206,1000,1605.67,1688.00,4.47,0.00,1813.96,1688.00,1.04,0.00
00:03:11.476 [TUNER] 207,1000,1760.43,1695.90,2.31,0.00,1890.99,1695.90,-0.21,0.00
00:03:11.476 [TUNER] 208,1000,1760.43,1703.70,2.31,0.00,1890.99,1703.70,-0.21,0.00
00:03:11.510 [TUNER] 209,1000,1813.81,1711.40,1.62,0.00,1861.56,1711.40,0.33,0.00
00:03:11.511 [TUNER] 210,1000,1813.81,1719.00,1.62,0.00,1861.56,1719.00,0.33,0.00
00:03:11.546 [TUNER] 211,1000,1756.86,1726.50,2.68,0.00,1776.16,1726.50,1.92,0.00
00:03:11.547 [TUNER] 212,1000,1756.86,1733.90,2.68,0.00,1776.16,1733.90,1.92,0.00
00:03:11.581 [TUNER] 213,1000,1721.61,1741.20,3.48,0.00,1658.02,1741.20,4.21,0.00
00:03:11.616 [TUNER] 214,1000,1721.61,1748.40,3.48,0.00,1658.02,1748.40,4.21,0.00
00:03:11.616 [TUNER] 215,1000,1708.88,1755.50,3.96,0.00,1573.82,1755.50,6.08,0.00
00:03:11.650 [TUNER] 216,1000,1708.88,1762.50,3.96,0.00,1573.82,1762.50,6.08,0.00
00:03:11.651 [TUNER] 217,1000,1696.97,1769.40,4.45,0.00,1578.61,1769.40,6.50,0.00
00:03:11.685 [TUNER] 218,1000,1696.97,1776.20,4.45,0.00,1578.61,1776.20,6.50,0.00
00:03:11.686 [TUNER] 219,1000,1728.67,1782.90,4.26,0.00,1608.22,1782.90,6.50,0.00
00:03:11.720 [TUNER] 220,1000,1728.67,1789.50,4.26,0.00,1608.22,1789.50,6.50,0.00
00:03:11.755 [TUNER] 221,1000,1729.99,1796.00,4.54,0.00,1673.14,1796.00,5.84,0.00
00:03:11.756 [TUNER] 222,1000,1729.99,1802.40,4.54,0.00,1673.14,1802.40,5.84,0.00
00:03:11.790 [TUNER] 223,1000,1748.22,1808.70,4.55,0.00,1788.64,1808.70,4.20,0.00
00:03:11.791 [TUNER] 224,1000,1748.22,1814.90,4.55,0.00,1788.64,1814.90,4.20,0.00
00:03:11.827 [TUNER] 225,1000,1785.14,1821.00,4.23,0.00,1937.74,1821.00,1.82,0.00
00:03:11.828 [TUNER] 226,1000,1785.14,1827.00,4.23,0.00,1937.74,1827.00,1.82,0.00
00:03:11.861 [TUNER] 227,1000,1941.81,1832.90,1.93,0.00,2029.53,1832.90,0.26,0.00
00:03:11.896 [TUNER] 228,1000,1941.81,1838.70,1.93,0.00,2029.53,1838.70,0.26,0.00
00:03:11.896 [TUNER] 229,1000,2020.76,1844.40,0.69,0.00,2063.45,1844.40,-0.39,0.00
00:03:11.932 [TUNER] 230,1000,2020.76,1850.00,0.69,0.00,2063.45,1850.00,-0.39,0.00
00:03:11.933 [TUNER] 231,1000,2120.00,1855.50,-0.96,0.00,2023.58,1855.50,0.22,0.00
00:03:11.966 [TUNER] 232,1000,2120.00,1860.90,-0.96,0.00,2023.58,1860.90,0.22,0.00
00:03:11.967 [TUNER] 233,1000,2120.36,1866.20,-1.12,0.00,1886.88,1866.20,2.60,0.00
00:03:12.002 [TUNER] 234,1000,2120.36,1871.40,-1.12,0.00,1886.88,1871.40,2.60,0.00
00:03:12.038 [TUNER] 235,1000,2027.87,1876.50,0.24,0.00,1791.27,1876.50,4.45,0.00
00:03:12.039 [TUNER] 236,1000,2027.87,1881.50,0.24,0.00,1791.27,1881.50,4.45,0.00
00:03:12.072 [TUNER] 237,1000,1871.42,1886.40,2.78,0.00,1726.80,1886.40,5.89,0.00
00:03:12.073 [TUNER] 238,1000,1871.42,1891.20,2.78,0.00,1726.80,1891.20,5.89,0.00
00:03:12.106 [TUNER] 239,1000,1729.07,1895.90,5.29,0.00,1747.39,1895.90,5.93,0.00
00:03:12.145 [TUNER] 240,1000,1729.07,1900.50,5.29,0.00,1747.39,1900.50,5.93,0.00
00:03:12.146 [TUNER] 241,1000,1671.89,1905.00,6.59,0.00,1892.71,1905.00,3.73,0.00
00:03:12.177 [TUNER] 242,1000,1671.89,1909.40,6.59,0.00,1892.71,1909.40,3.73,0.00
00:03:12.178 [TUNER] 243,1000,1777.34,1913.70,5.32,0.00,2012.40,1913.70,1.80,0.00
00:03:12.212 [TUNER] 244,1000,1777.34,1917.90,5.32,0.00,2012.40,1917.90,1.80,0.00
00:03:12.213 [TUNER] 245,1000,1949.31,1922.00,2.83,0.00,2113.32,1922.00,0.03,0.00
00:03:12.248 [TUNER] 246,1000,1949.31,1926.00,2.83,0.00,2113.32,1926.00,0.03,0.00
00:03:12.283 [TUNER] 247,1000,2023.33,1929.90,1.72,0.00,2183.73,1929.90,-1.33,0.00
00:03:12.283 [TUNER] 248,1000,2023.33,1933.70,1.72,0.00,2183.73,1933.70,-1.33,0.00
00:03:12.316 [TUNER] 249,1000,1967.43,1937.40,2.64,0.00,2114.65,1937.40,-0.32,0.00
00:03:12.318 [TUNER] 250,1000,1967.43,1941.00,2.64,0.00,2114.65,1941.00,-0.32,0.00
00:03:12.353 [TUNER] 251,1000,1878.04,1944.50,4.19,0.00,1973.48,1944.50,2.06,0.00
00:03:12.388 [TUNER] 252,1000,1878.04,1947.90,4.19,0.00,1973.48,1947.90,2.06,0.00
