00:04:21.932 [TUNER] --- CSV START ---
00:04:21.934 [TUNER] Metadata,Profile(Accel:12.0 Jerk:100.0),PID_0(P:16.84489 I:793.53180 D:0.00000),PID_1(P:18.20300 I:852.88855 D:0.00000)
00:04:21.935 [TUNER] Tick,DeltaTime_us,Reading_0,Setpoint_0,Output_0,int_0,Reading_1,Setpoint_1,Output_1,int_1
00:04:22.843 [TUNER] 43,1000,69.36,99.00,1.26,0.00,77.55,99.00,1.33,0.00
00:04:22.877 [TUNER] 44,1000,69.36,103.50,1.26,0.00,77.55,103.50,1.33,0.00
00:04:22.878 [TUNER] 45,1000,79.54,108.10,1.30,0.00,89.53,108.10,1.32,0.00
00:04:22.879 [TUNER] 46,1000,79.54,112.80,1.30,0.00,89.53,112.80,1.32,0.00
00:04:22.912 [TUNER] 47,1000,91.12,117.60,1.32,0.00,104.27,117.60,1.25,0.00
00:04:22.947 [TUNER] 48,1000,91.12,122.50,1.32,0.00,104.27,122.50,1.25,0.00
00:04:22.948 [TUNER] 49,1000,108.97,127.50,1.22,0.00,121.21,127.50,1.15,0.00
00:04:22.982 [TUNER] 50,1000,108.97,132.60,1.22,0.00,121.21,132.60,1.15,0.00
00:04:22.984 [TUNER] 51,1000,123.26,137.80,1.19,0.00,126.17,137.80,1.27,0.00
00:04:23.017 [TUNER] 52,1000,123.26,143.10,1.19,0.00,126.17,143.10,1.27,0.00
00:04:23.053 [TUNER] 53,1000,132.97,148.50,1.24,0.00,131.86,148.50,1.40,0.00
00:04:23.054 [TUNER] 54,1000,132.97,154.00,1.24,0.00,131.86,154.00,1.40,0.00
00:04:23.088 [TUNER] 55,1000,147.61,159.60,1.21,0.00,145.01,159.60,1.40,0.00
00:04:23.089 [TUNER] 56,1000,147.61,165.30,1.21,0.00,145.01,165.30,1.40,0.00
00:04:23.121 [TUNER] 57,1000,166.19,171.10,1.11,0.00,157.24,171.10,1.42,0.00
00:04:23.158 [TUNER] 58,1000,166.19,177.00,1.11,0.00,157.24,177.00,1.42,0.00
00:04:23.159 [TUNER] 59,1000,179.34,183.00,1.11,0.00,167.02,183.00,1.50,0.00
00:04:23.193 [TUNER] 60,1000,179.34,189.10,1.11,0.00,167.02,189.10,1.50,0.00
00:04:23.194 [TUNER] 61,1000,189.86,195.30,1.16,0.00,178.29,195.30,1.56,0.00
00:04:23.228 [TUNER] 62,1000,189.86,201.60,1.16,0.00,178.29,201.60,1.56,0.00
00:04:23.228 [TUNER] 63,1000,199.99,208.00,1.23,0.00,189.02,208.00,1.64,0.00
00:04:23.262 [TUNER] 64,1000,199.99,214.50,1.23,0.00,189.02,214.50,1.64,0.00
00:04:23.297 [TUNER] 65,1000,211.54,221.10,1.28,0.00,204.48,221.10,1.64,0.00
00:04:23.298 [TUNER] 66,1000,211.54,227.80,1.28,0.00,204.48,227.80,1.64,0.00
00:04:23.332 [TUNER] 67,1000,224.21,234.60,1.33,0.00,211.69,234.60,1.81,0.00
00:04:23.333 [TUNER] 68,1000,224.21,241.50,1.33,0.00,211.69,241.50,1.81,0.00
00:04:23.368 [TUNER] 69,1000,239.50,248.50,1.33,0.00,212.30,248.50,2.12,0.00
00:04:23.368 [TUNER] 70,1000,239.50,255.60,1.33,0.00,212.30,255.60,2.12,0.00
00:04:23.401 [TUNER] 71,1000,256.88,262.80,1.30,0.00,214.51,262.80,2.44,0.00
00:04:23.440 [TUNER] 72,1000,256.88,270.10,1.30,0.00,214.51,270.10,2.44,0.00
00:04:23.440 [TUNER] 73,1000,272.51,277.50,1.31,0.00,228.30,277.50,2.56,0.00
00:04:23.473 [TUNER] 74,1000,272.51,285.00,1.31,0.00,228.30,285.00,2.56,0.00
00:04:23.473 [TUNER] 75,1000,288.45,292.60,1.32,0.00,242.77,292.60,2.67,0.00
00:04:23.507 [TUNER] 76,1000,288.45,300.30,1.32,0.00,242.77,300.30,2.67,0.00
00:04:23.508 [TUNER] 77,1000,296.05,308.10,1.48,0.00,235.45,308.10,3.22,0.00
00:04:23.542 [TUNER] 78,1000,296.05,316.00,1.48,0.00,235.45,316.00,3.22,0.00
00:04:23.578 [TUNER] 79,1000,293.53,324.00,1.86,0.00,277.70,324.00,2.84,0.00
00:04:23.578 [TUNER] 80,1000,293.53,332.10,1.86,0.00,277.70,332.10,2.84,0.00
00:04:23.613 [TUNER] 81,1002,293.18,340.30,2.23,0.00,330.29,340.30,2.21,0.00
00:04:23.613 [TUNER] 82,1000,293.18,348.60,2.23,0.00,330.29,348.60,2.21,0.00
00:04:23.647 [TUNER] 83,998,317.09,357.00,2.19,0.00,370.86,357.00,1.77,0.00
00:04:23.682 [TUNER] 84,1000,317.09,365.50,2.19,0.00,370.86,365.50,1.77,0.00
00:04:23.683 [TUNER] 85,1000,351.61,374.10,1.95,0.00,384.31,374.10,1.83,0.00
00:04:23.720 [TUNER] 86,1000,351.61,382.80,1.95,0.00,384.31,382.80,1.83,0.00
00:04:23.720 [TUNER] 87,1000,362.03,391.60,2.13,0.00,377.89,391.60,2.31,0.00
00:04:23.752 [TUNER] 88,1000,362.03,400.50,2.13,0.00,377.89,400.50,2.31,0.00
00:04:23.754 [TUNER] 89,1000,377.25,409.50,2.25,0.00,393.37,409.50,2.40,0.00
00:04:23.789 [TUNER] 90,1000,377.25,418.60,2.25,0.00,393.37,418.60,2.40,0.00
00:04:23.789 [TUNER] 91,1000,408.32,427.80,2.08,0.00,426.37,427.80,2.15,0.00
00:04:23.822 [TUNER] 92,1000,408.32,437.10,2.08,0.00,426.37,437.10,2.15,0.00
00:04:23.863 [TUNER] 93,1000,428.02,446.50,2.11,0.00,445.90,446.50,2.16,0.00
00:04:23.863 [TUNER] 94,1000,428.02,456.00,2.11,0.00,445.90,456.00,2.16,0.00
00:04:23.893 [TUNER] 95,1000,447.22,465.60,2.16,0.00,466.67,465.60,2.14,0.00
00:04:23.896 [TUNER] 96,1000,447.22,475.30,2.16,0.00,466.67,475.30,2.14,0.00
00:04:23.930 [TUNER] 97,1000,460.86,485.10,2.32,0.00,485.01,485.10,2.18,0.00
00:04:23.931 [TUNER] 98,1000,460.86,495.00,2.32,0.00,485.01,495.00,2.18,0.00
00:04:23.963 [TUNER] 99,1000,482.08,505.00,2.35,0.00,509.99,505.00,2.10,0.00
00:04:23.998 [TUNER] 100,1000,482.08,515.10,2.35,0.00,509.99,515.10,2.10,0.00
00:04:23.999 [TUNER] 101,1002,510.89,525.30,2.25,0.00,534.94,525.30,2.02,0.00
00:04:24.032 [TUNER] 102,998,510.89,535.60,2.25,0.00,534.94,535.60,2.02,0.00
00:04:24.033 [TUNER] 103,1000,532.60,546.00,2.27,0.00,555.28,546.00,2.03,0.00
00:04:24.068 [TUNER] 104,1000,532.60,556.50,2.27,0.00,555.28,556.50,2.03,0.00
00:04:24.068 [TUNER] 105,1000,554.93,567.10,2.29,0.00,571.36,567.10,2.14,0.00
00:04:24.103 [TUNER] 106,1000,554.93,577.80,2.29,0.00,571.36,577.80,2.14,0.00
00:04:24.174 [TUNER] 107,1000,576.24,588.60,2.34,0.00,570.48,588.60,2.60,0.00
00:04:24.174 [TUNER] 108,1000,576.24,599.50,2.34,0.00,570.48,599.50,2.60,0.00
00:04:24.174 [TUNER] 109,1000,600.15,610.50,2.34,0.00,581.80,610.50,2.86,0.00
00:04:24.175 [TUNER] 110,1000,600.15,621.60,2.34,0.00,581.80,621.60,2.86,0.00
00:04:24.208 [TUNER] 111,1000,626.16,632.80,2.31,0.00,589.14,632.80,3.23,0.00
00:04:24.243 [TUNER] 112,1000,626.16,644.10,2.31,0.00,589.14,644.10,3.23,0.00
00:04:24.245 [TUNER] 113,1000,653.83,655.50,2.26,0.00,615.63,655.50,3.25,0.00
00:04:24.278 [TUNER] 114,1000,653.83,667.00,2.26,0.00,615.63,667.00,3.25,0.00
00:04:24.314 [TUNER] 115,1000,674.26,678.60,2.33,0.00,657.44,678.60,2.97,0.00
00:04:24.315 [TUNER] 116,1000,674.26,690.30,2.33,0.00,657.44,690.30,2.97,0.00
00:04:24.316 [TUNER] 117,1000,699.18,702.10,2.34,0.00,702.91,702.10,2.59,0.00
00:04:24.348 [TUNER] 118,1000,699.18,714.00,2.34,0.00,702.91,714.00,2.59,0.00
00:04:24.382 [TUNER] 119,1000,715.61,726.00,2.50,0.00,732.33,726.00,2.50,0.00
00:04:24.382 [TUNER] 120,1000,715.61,738.00,2.50,0.00,732.33,738.00,2.50,0.00
00:04:24.417 [TUNER] 121,1000,732.35,750.00,2.68,0.00,764.63,750.00,2.35,0.00
00:04:24.417 [TUNER] 122,1000,732.35,762.00,2.68,0.00,764.63,762.00,2.35,0.00
00:04:24.452 [TUNER] 123,1000,745.66,774.00,2.92,0.00,804.13,774.00,2.04,0.00
00:04:24.453 [TUNER] 124,1000,745.66,786.00,2.92,0.00,804.13,786.00,2.04,0.00
00:04:24.488 [TUNER] 125,1000,780.36,798.00,2.80,0.00,834.01,798.00,1.89,0.00
00:04:24.521 [TUNER] 126,1000,780.36,810.00,2.80,0.00,834.01,810.00,1.89,0.00
00:04:24.522 [TUNER] 127,1000,842.48,822.00,2.15,0.00,820.11,822.00,2.61,0.00
00:04:24.558 [TUNER] 128,1000,842.48,834.00,2.15,0.00,820.11,834.00,2.61,0.00
00:04:24.558 [TUNER] 129,1000,895.61,846.00,1.60,0.00,817.59,846.00,3.16,0.00
00:04:24.592 [TUNER] 130,1000,895.61,858.00,1.60,0.00,817.59,858.00,3.16,0.00
00:04:24.594 [TUNER] 131,1000,893.45,870.00,2.03,0.00,791.51,870.00,4.23,0.00
00:04:24.627 [TUNER] 132,1000,893.45,882.00,2.03,0.00,791.51,882.00,4.23,0.00
00:04:24.663 [TUNER] 133,1000,874.54,894.00,2.81,0.00,805.02,894.00,4.60,0.00
00:04:24.665 [TUNER] 134,1000,874.54,906.00,2.81,0.00,805.02,906.00,4.60,0.00
00:04:24.698 [TUNER] 135,1000,881.75,918.00,3.17,0.00,862.21,918.00,4.11,0.00
00:04:24.698 [TUNER] 136,1000,881.75,930.00,3.17,0.00,862.21,930.00,4.11,0.00
00:04:24.735 [TUNER] 137,1000,920.15,942.00,2.99,0.00,950.91,942.00,2.94,0.00
00:04:24.735 [TUNER] 138,1000,920.15,954.00,2.99,0.00,950.91,954.00,2.94,0.00
00:04:24.766 [TUNER] 139,1000,935.42,966.00,3.21,0.00,978.92,966.00,2.87,0.00
00:04:24.804 [TUNER] 140,1000,935.42,978.00,3.21,0.00,978.92,978.00,2.87,0.00
00:04:24.804 [TUNER] 141,1000,945.91,990.00,3.53,0.00,960.10,990.00,3.73,0.00
00:04:24.838 [TUNER] 142,1000,945.91,1002.00,3.53,0.00,960.10,1002.00,3.73,0.00
00:04:24.838 [TUNER] 143,1000,988.67,1014.00,3.28,0.00,974.25,1014.00,4.00,0.00
00:04:24.873 [TUNER] 144,1000,988.67,1026.00,3.28,0.00,974.25,1026.00,4.00,0.00
00:04:24.874 [TUNER] 145,1000,1058.95,1038.00,2.49,0.00,1023.36,1038.00,3.59,0.00
00:04:24.908 [TUNER] 146,1000,1058.95,1050.00,2.49,0.00,1023.36,1050.00,3.59,0.00
00:04:24.942 [TUNER] 147,1000,1125.49,1062.00,1.69,0.00,1055.78,1062.00,3.47,0.00
00:04:24.943 [TUNER] 148,1000,1125.49,1074.00,1.69,0.00,1055.78,1074.00,3.47,0.00
00:04:24.977 [TUNER] 149,1000,1170.12,1086.00,1.24,0.00,1140.13,1086.00,2.30,0.00
00:04:24.980 [TUNER] 150,1000,1170.12,1098.00,1.24,0.00,1140.13,1098.00,2.30,0.00
00:04:25.013 [TUNER] 151,1002,1171.24,1110.00,1.55,0.00,1221.05,1110.00,1.10,0.00
00:04:25.047 [TUNER] 152,1000,1171.24,1122.00,1.55,0.00,1221.05,1122.00,1.10,0.00
00:04:25.048 [TUNER] 153,998,1114.13,1134.00,2.97,0.00,1193.53,1134.00,1.96,0.00
00:04:25.082 [TUNER] 154,1000,1114.13,1146.00,2.97,0.00,1193.53,1146.00,1.96,0.00
00:04:25.082 [TUNER] 155,1000,1087.16,1158.00,3.97,0.00,1135.22,1158.00,3.52,0.00
00:04:25.119 [TUNER] 156,1000,1087.16,1170.00,3.97,0.00,1135.22,1170.00,3.52,0.00
00:04:25.120 [TUNER] 157,1000,1093.08,1182.00,4.44,0.00,1121.21,1182.00,4.34,0.00
00:04:25.152 [TUNER] 158,1000,1093.08,1194.00,4.44,0.00,1121.21,1194.00,4.34,0.00
00:04:25.153 [TUNER] 159,1000,1152.79,1206.00,3.94,0.00,1152.96,1206.00,4.31,0.00
00:04:25.188 [TUNER] 160,1000,1152.79,1218.00,3.94,0.00,1152.96,1218.00,4.31,0.00
00:04:25.223 [TUNER] 161,1000,1198.84,1230.00,3.64,0.00,1186.95,1230.00,4.23,0.00
00:04:25.223 [TUNER] 162,1000,1198.84,1242.00,3.64,0.00,1186.95,1242.00,4.23,0.00
00:04:25.258 [TUNER] 163,1000,1220.21,1254.00,3.77,0.00,1196.96,1254.00,4.60,0.00
00:04:25.258 [TUNER] 164,1000,1220.21,1266.00,3.77,0.00,1196.96,1266.00,4.60,0.00
00:04:25.292 [TUNER] 165,1000,1263.09,1278.00,3.50,0.00,1265.10,1278.00,3.84,0.00
00:04:25.294 [TUNER] 166,1000,1263.09,1290.00,3.50,0.00,1265.10,1290.00,3.84,0.00
00:04:25.327 [TUNER] 167,1000,1343.77,1301.90,2.50,0.00,1341.95,1301.90,2.84,0.00
00:04:25.364 [TUNER] 168,1000,1343.77,1313.70,2.50,0.00,1341.95,1313.70,2.84,0.00
00:04:25.366 [TUNER] 169,1000,1416.91,1325.40,1.54,0.00,1425.76,1325.40,1.59,0.00
00:04:25.397 [TUNER] 170,1000,1416.91,1337.00,1.54,0.00,1425.76,1337.00,1.59,0.00
00:04:25.399 [TUNER] 171,1002,1569.26,1348.50,-0.97,0.00,1535.17,1348.50,-0.28,0.00
00:04:25.432 [TUNER] 172,998,1569.26,1359.90,-0.97,0.00,1535.17,1359.90,-0.28,0.00
00:04:25.433 [TUNER] 173,1000,1656.32,1371.20,-2.48,0.00,1570.54,1371.20,-0.82,0.00
00:04:25.466 [TUNER] 174,1000,1656.32,1382.40,-2.48,0.00,1570.54,1382.40,-0.82,0.00
00:04:25.505 [TUNER] 175,1000,1596.51,1393.50,-1.39,0.00,1560.53,1393.50,-0.50,0.00
00:04:25.505 [TUNER] 176,1000,1596.51,1404.50,-1.39,0.00,1560.53,1404.50,-0.50,0.00
00:04:25.539 [TUNER] 177,1000,1424.96,1415.40,1.87,0.00,1509.57,1415.40,0.69,0.00
00:04:25.539 [TUNER] 178,1000,1424.96,1426.20,1.87,0.00,1509.57,1426.20,0.69,0.00
00:04:25.572 [TUNER] 179,1000,1285.93,1436.90,4.84,0.00,1406.85,1436.90,3.02,0.00
00:04:25.608 [TUNER] 180,1000,1285.93,1447.50,4.84,0.00,1406.85,1447.50,3.02,0.00
00:04:25.609 [TUNER] 181,1000,1260.80,1458.00,5.95,0.00,1364.41,1458.00,4.36,0.00
00:04:25.644 [TUNER] 182,1000,1260.80,1468.40,5.95,0.00,1364.41,1468.40,4.36,0.00
00:04:25.646 [TUNER] 183,1000,1321.33,1478.70,5.55,0.00,1399.06,1478.70,4.26,0.00
00:04:25.679 [TUNER] 184,1000,1321.33,1488.90,5.55,0.00,1399.06,1488.90,4.26,0.00
00:04:25.680 [TUNER] 185,1000,1421.29,1499.00,4.35,0.00,1371.80,1499.00,5.36,0.00
00:04:25.713 [TUNER] 186,1000,1421.29,1509.00,4.35,0.00,1371.80,1509.00,5.36,0.00
00:04:25.750 [TUNER] 187,1000,1396.46,1518.90,5.32,0.00,1307.05,1518.90,7.29,0.00
00:04:25.751 [TUNER] 188,1000,1396.46,1528.70,5.32,0.00,1307.05,1528.70,7.29,0.00
00:04:25.782 [TUNER] 189,1000,1416.11,1538.40,5.53,0.00,1402.99,1538.40,6.14,0.00
00:04:25.782 [TUNER] 190,1000,1416.11,1548.00,5.53,0.00,1402.99,1548.00,6.14,0.00
00:04:25.817 [TUNER] 191,1000,1474.78,1557.50,5.01,0.00,1536.45,1557.50,4.12,0.00
00:04:25.818 [TUNER] 192,1000,1474.78,1566.90,5.01,0.00,1536.45,1566.90,4.12,0.00
00:04:25.852 [TUNER] 193,1000,1593.88,1576.20,3.31,0.00,1751.45,1576.20,0.26,0.00
00:04:25.888 [TUNER] 194,1000,1593.88,1585.40,3.31,0.00,1751.45,1585.40,0.26,0.00
00:04:25.888 [TUNER] 195,1000,1785.36,1594.50,0.11,0.00,1849.57,1594.50,-1.61,0.00
00:04:25.922 [TUNER] 196,1000,1785.36,1603.50,0.11,0.00,1849.57,1603.50,-1.61,0.00
00:04:25.922 [TUNER] 197,1000,1986.66,1612.40,-3.55,0.00,1862.78,1612.40,-1.93,0.00
00:04:25.957 [TUNER] 198,1000,1986.66,1621.20,-3.55,0.00,1862.78,1621.20,-1.93,0.00
00:04:25.959 [TUNER] 199,1000,1924.35,1629.90,-2.66,0.00,1771.99,1629.90,-0.19,0.00
00:04:25.994 [TUNER] 200,1000,1924.35,1638.50,-2.66,0.00,1771.99,1638.50,-0.19,0.00
00:04:26.031 [TUNER] 201,1000,1661.46,1647.00,2.05,0.00,1618.60,1647.00,2.98,0.00
00:04:26.032 [TUNER] 202,1000,1661.46,1655.40,2.05,0.00,1618.60,1655.40,2.98,0.00
00:04:26.064 [TUNER] 203,1000,1416.79,1663.70,6.86,0.00,1513.08,1663.70,5.48,0.00
00:04:26.064 [TUNER] 204,1000,1416.79,1671.90,6.86,0.00,1513.08,1671.90,5.48,0.00
00:04:26.098 [TUNER] 205,1000,1281.19,1680.00,10.07,0.00,1505.97,1680.00,6.22,0.00
00:04:26.132 [TUNER] 206,1000,1281.19,1688.00,10.07,0.00,1505.97,1688.00,6.22,0.00
00:04:26.168 [TUNER] 207,1000,1423.54,1695.90,8.39,0.00,1569.00,1695.90,5.59,0.00
00:04:26.202 [TUNER] 208,1000,1423.54,1703.70,8.39,0.00,1569.00,1703.70,5.59,0.00
00:04:26.203 [TUNER] 209,1000,1705.79,1711.40,3.92,0.00,1672.69,1711.40,4.07,0.00
00:04:26.204 [TUNER] 210,1000,1705.79,1719.00,3.92,0.00,1672.69,1719.00,4.07,0.00
00:04:26.205 [TUNER] 211,1000,2003.75,1726.50,-1.27,0.00,1760.79,1726.50,2.70,0.00
00:04:26.237 [TUNER] 212,1000,2003.75,1733.90,-1.27,0.00,1760.79,1733.90,2.70,0.00
00:04:26.274 [TUNER] 213,1000,2278.20,1741.20,-6.48,0.00,1845.02,1741.20,1.27,0.00
00:04:26.274 [TUNER] 214,1000,2278.20,1748.40,-6.48,0.00,1845.02,1748.40,1.27,0.00
00:04:26.309 [TUNER] 215,1000,2291.59,1755.50,-7.30,-0.00,1773.24,1755.50,2.82,0.00
00:04:26.309 [TUNER] 216,1000,2291.59,1762.50,-7.30,-0.00,1773.24,1762.50,2.82,0.00
00:04:26.342 [TUNER] 217,1000,2034.28,1769.40,-3.14,-0.00,1647.10,1769.40,5.59,0.00
00:04:26.379 [TUNER] 218,1000,2034.28,1776.20,-3.14,-0.00,1647.10,1776.20,5.59,0.00
00:04:26.380 [TUNER] 219,1000,1701.30,1782.90,2.84,-0.00,1647.54,1782.90,6.07,0.00
00:04:26.412 [TUNER] 220,1000,1701.30,1789.50,2.84,-0.00,1647.54,1789.50,6.07,0.00
00:04:26.413 [TUNER] 221,1002,1539.54,1796.00,6.21,-0.00,1678.47,1796.00,5.96,0.00
00:04:26.448 [TUNER] 222,1000,1539.54,1802.40,6.21,-0.00,1678.47,1802.40,5.96,0.00
00:04:26.482 [TUNER] 223,998,1568.71,1808.70,6.32,0.00,1728.00,1808.70,5.44,0.00
00:04:26.483 [TUNER] 224,1000,1568.71,1814.90,6.32,0.00,1728.00,1814.90,5.44,0.00
00:04:26.519 [TUNER] 225,1000,1672.46,1821.00,5.03,0.00,1796.46,1821.00,4.47,0.00
00:04:26.522 [TUNER] 226,1000,1672.46,1827.00,5.03,0.00,1796.46,1827.00,4.47,0.00
00:04:26.551 [TUNER] 227,1000,1770.92,1832.90,3.68,0.00,1823.73,1832.90,4.22,0.00
00:04:26.587 [TUNER] 228,1000,1770.92,1838.70,3.68,0.00,1823.73,1838.70,4.22,0.00
00:04:26.588 [TUNER] 229,1000,1813.60,1844.40,3.22,0.00,1924.58,1844.40,2.47,0.00
00:04:26.624 [TUNER] 230,1000,1813.60,1850.00,3.22,0.00,1924.58,1850.00,2.47,0.00
00:04:26.624 [TUNER] 231,1000,1729.21,1855.50,5.04,0.00,2027.59,1855.50,0.51,0.00
00:04:26.657 [TUNER] 232,1000,1729.21,1860.90,5.04,0.00,2027.59,1860.90,0.51,0.00
00:04:26.693 [TUNER] 233,1000,1678.87,1866.20,6.37,0.00,2130.62,1866.20,-1.61,0.00
00:04:26.694 [TUNER] 234,1000,1678.87,1871.40,6.37,0.00,2130.62,1871.40,-1.61,0.00
00:04:26.729 [TUNER] 235,1000,1729.66,1876.50,5.93,0.00,2108.24,1876.50,-1.40,0.00
00:04:26.730 [TUNER] 236,1000,1729.66,1881.50,5.93,0.00,2108.24,1881.50,-1.40,0.00
00:04:26.763 [TUNER] 237,1000,1892.27,1886.40,3.36,0.00,2000.99,1886.40,0.55,0.00
00:04:26.764 [TUNER] 238,1000,1892.27,1891.20,3.36,0.00,2000.99,1891.20,0.55,0.00
00:04:26.797 [TUNER] 239,1000,2077.34,1895.90,0.13,0.00,1839.61,1895.90,3.77,0.00
00:04:26.832 [TUNER] 240,1000,2077.34,1900.50,0.13,0.00,1839.61,1900.50,3.77,0.00
00:04:26.833 [TUNER] 241,1002,2243.42,1905.00,-3.05,0.00,1790.76,1905.00,5.03,0.00
00:04:26.867 [TUNER] 242,998,2243.42,1909.40,-3.05,0.00,1790.76,1909.40,5.03,0.00
00:04:26.867 [TUNER] 243,1000,2252.43,1913.70,-3.58,0.00,1795.67,1913.70,5.30,0.00
00:04:26.904 [TUNER] 244,1000,2252.43,1917.90,-3.58,0.00,1795.67,1917.90,5.30,0.00
00:04:26.938 [TUNER] 245,1000,2119.78,1922.00,-1.51,-0.00,1783.58,1922.00,5.92,0.00
00:04:26.939 [TUNER] 246,1000,2119.78,1926.00,-1.51,-0.00,1783.58,1926.00,5.92,0.00
00:04:26.973 [TUNER] 247,1000,1860.76,1929.90,3.10,-0.00,1902.77,1929.90,3.95,0.00
00:04:26.973 [TUNER] 248,1000,1860.76,1933.70,3.10,-0.00,1902.77,1933.70,3.95,0.00
00:04:27.007 [TUNER] 249,1000,1660.41,1937.40,7.05,0.00,2013.58,1937.40,1.94,0.00
00:04:27.043 [TUNER] 250,1000,1660.41,1941.00,7.05,0.00,2013.58,1941.00,1.94,0.00
00:04:27.044 [TUNER] 251,1000,1622.12,1944.50,8.33,0.00,2153.77,1944.50,-0.83,0.00
