00:06:54.936 [TUNER] --- CSV START ---
00:06:54.937 [TUNER] Metadata,Profile(Accel:12.0 Jerk:100.0),PID_0(P:10.47029 I:327.93915 D:0.00000),PID_1(P:11.35157 I:352.46927 D:0.00000)
00:06:54.938 [TUNER] Tick,DeltaTime_us,Reading_0,Setpoint_0,Output_0,int_0,Reading_1,Setpoint_1,Output_1,int_1
00:06:59.750 [TUNER] 239,1000,1920.20,1895.90,2.79,0.00,2086.65,1895.90,1.17,0.00
00:06:59.781 [TUNER] 240,1000,1890.08,1900.50,3.22,0.00,2062.75,1900.50,1.45,0.00
00:06:59.782 [TUNER] 241,1000,1890.08,1905.00,3.22,0.00,2062.75,1905.00,1.45,0.00
00:06:59.855 [TUNER] 242,1000,1874.58,1909.40,3.51,0.00,2004.12,1909.40,2.16,0.00
00:06:59.856 [TUNER] 243,1000,1874.58,1913.70,3.51,0.00,2004.12,1913.70,2.16,0.00
00:06:59.856 [TUNER] 244,1000,1910.28,1917.90,3.23,0.00,1919.42,1917.90,3.22,0.00
00:06:59.857 [TUNER] 245,1000,1910.28,1922.00,3.23,0.00,1919.42,1922.00,3.22,0.00
00:06:59.888 [TUNER] 246,1000,1899.32,1926.00,3.46,0.00,1904.92,1926.00,3.50,0.00
00:06:59.923 [TUNER] 247,1000,1899.32,1929.90,3.46,0.00,1904.92,1929.90,3.50,0.00
00:06:59.923 [TUNER] 248,1000,1899.15,1933.70,3.57,0.00,1895.04,1933.70,3.73,0.00
00:06:59.958 [TUNER] 249,1000,1899.15,1937.40,3.57,0.00,1895.04,1937.40,3.73,0.00
00:06:59.958 [TUNER] 250,1000,1912.75,1941.00,3.53,0.00,1923.21,1941.00,3.52,0.00
00:06:59.992 [TUNER] 251,1000,1912.75,1944.50,3.53,0.00,1923.21,1944.50,3.52,0.00
00:07:00.027 [TUNER] 252,1000,1954.56,1947.90,3.17,0.00,1921.69,1947.90,3.64,0.00
00:07:00.029 [TUNER] 253,1000,1954.56,1951.20,3.17,0.00,1921.69,1951.20,3.64,0.00
00:07:00.066 [TUNER] 254,1000,2042.99,1954.40,2.26,0.00,1932.51,1954.40,3.61,0.00
00:07:00.067 [TUNER] 255,1000,2042.99,1957.50,2.26,0.00,1932.51,1957.50,3.61,0.00
00:07:00.097 [TUNER] 256,1000,2103.42,1960.50,1.60,0.00,1984.11,1960.50,3.08,0.00
00:07:00.097 [TUNER] 257,1000,2103.42,1963.40,1.60,0.00,1984.11,1963.40,3.08,0.00
00:07:00.133 [TUNER] 258,1000,2150.05,1966.20,1.06,0.00,2046.01,1966.20,2.39,0.00
00:07:00.168 [TUNER] 259,1000,2150.05,1968.90,1.06,0.00,2046.01,1968.90,2.39,0.00
00:07:00.168 [TUNER] 260,1000,2151.27,1971.50,0.99,0.00,2081.79,1971.50,1.98,0.00
00:07:00.203 [TUNER] 261,1000,2151.27,1974.00,0.99,0.00,2081.79,1974.00,1.98,0.00
00:07:00.203 [TUNER] 262,1000,2056.04,1976.40,1.99,0.00,2029.66,1976.40,2.59,0.00
00:07:00.238 [TUNER] 263,1000,2056.04,1978.70,1.99,0.00,2029.66,1978.70,2.59,0.00
00:07:00.238 [TUNER] 264,1000,1964.39,1980.90,3.01,0.00,2017.16,1980.90,2.76,0.00
00:07:00.273 [TUNER] 265,1000,1964.39,1983.00,3.01,0.00,2017.16,1983.00,2.76,0.00
00:07:00.347 [TUNER] 266,1002,1951.98,1985.00,3.21,0.00,1963.48,1985.00,3.44,0.00
00:07:00.347 [TUNER] 267,998,1951.98,1986.90,3.21,0.00,1963.48,1986.90,3.44,0.00
00:07:00.347 [TUNER] 268,1000,1964.71,1988.70,3.14,0.00,1979.11,1988.70,3.31,0.00
00:07:00.347 [TUNER] 269,1000,1964.71,1990.40,3.14,0.00,1979.11,1990.40,3.31,0.00
00:07:00.381 [TUNER] 270,1000,2020.18,1992.00,2.58,0.00,1969.85,1992.00,3.47,0.00
00:07:00.381 [TUNER] 271,1000,2020.18,1993.50,2.58,0.00,1969.85,1993.50,3.47,0.00
00:07:00.413 [TUNER] 272,1001,1983.32,1994.90,3.00,0.00,1980.63,1994.90,3.40,0.00
00:07:00.449 [TUNER] 273,999,1983.32,1996.20,3.00,0.00,1980.63,1996.20,3.40,0.00
00:07:00.450 [TUNER] 274,1000,1998.03,1997.40,2.88,0.00,1975.13,1997.40,3.51,0.00
00:07:00.483 [TUNER] 275,1000,1998.03,1998.50,2.88,0.00,1975.13,1998.50,3.51,0.00
00:07:00.483 [TUNER] 276,1000,1993.57,1999.50,2.95,0.00,1989.00,1999.50,3.38,0.00
00:07:00.517 [TUNER] 277,1000,1993.57,2000.40,2.95,0.00,1989.00,2000.40,3.38,0.00
00:07:00.517 [TUNER] 278,1000,2022.66,2001.20,2.65,0.00,2051.64,2001.20,2.66,0.00
00:07:00.552 [TUNER] 279,1000,2022.66,2001.90,2.65,0.00,2051.64,2001.90,2.66,0.00
00:07:00.587 [TUNER] 280,1000,2011.56,2002.50,2.78,0.00,2084.57,2002.50,2.24,0.00
00:07:00.588 [TUNER] 281,1002,2004.67,2003.00,2.85,0.00,2165.35,2003.00,1.27,0.00
00:07:00.624 [TUNER] 282,998,2004.67,2003.40,2.85,0.00,2165.35,2003.40,1.27,0.00
00:07:00.659 [TUNER] 283,1000,2024.63,2003.70,2.64,0.00,2168.69,2003.70,1.13,0.00
00:07:00.661 [TUNER] 284,1000,2024.63,2003.90,2.64,0.00,2168.69,2003.90,1.13,0.00
00:07:00.662 [TUNER] 285,1000,2021.73,2004.00,2.66,0.00,2190.24,2004.00,0.76,0.00
00:07:00.694 [TUNER] 286,1000,2021.73,2000.00,2.66,0.00,2190.24,2000.00,0.76,0.00
00:07:00.729 [TUNER] 287,1000,2033.15,2000.00,2.48,0.00,2137.04,2000.00,1.21,0.00
00:07:00.731 [TUNER] 288,1000,2033.15,2000.00,2.48,0.00,2137.04,2000.00,1.21,0.00
00:07:00.764 [TUNER] 289,1000,1999.34,2000.00,2.83,0.00,2123.68,2000.00,1.28,0.00
00:07:00.764 [TUNER] 290,1000,1999.34,2000.00,2.83,0.00,2123.68,2000.00,1.28,0.00
00:07:00.798 [TUNER] 291,1000,1999.78,2000.00,2.83,0.00,2052.87,2000.00,2.04,0.00
00:07:00.799 [TUNER] 292,1000,1999.78,2000.00,2.83,0.00,2052.87,2000.00,2.04,0.00
00:07:00.832 [TUNER] 293,1000,2012.16,2000.00,2.69,0.00,2023.70,2000.00,2.36,0.00
00:07:00.869 [TUNER] 294,1000,2012.16,2000.00,2.69,0.00,2023.70,2000.00,2.36,0.00
00:07:00.871 [TUNER] 295,1000,2083.91,2000.00,1.88,0.00,2002.09,2000.00,2.60,0.00
00:07:00.905 [TUNER] 296,1000,2083.91,2000.00,1.88,0.00,2002.09,2000.00,2.60,0.00
00:07:00.906 [TUNER] 297,1000,2139.59,2000.00,1.21,0.00,1979.64,2000.00,2.87,0.00
00:07:00.939 [TUNER] 298,1000,2139.59,2000.00,1.21,0.00,1979.64,2000.00,2.87,0.00
00:07:00.940 [TUNER] 299,1000,2096.52,2000.00,1.59,0.00,2001.20,2000.00,2.63,0.00
00:07:00.973 [TUNER] 300,1000,2096.52,2000.00,1.59,0.00,2001.20,2000.00,2.63,0.00
00:07:01.008 [TUNER] 301,1000,2060.34,2000.00,1.93,0.00,1972.06,2000.00,2.98,0.00
00:07:01.009 [TUNER] 302,1000,2060.34,2000.00,1.93,0.00,1972.06,2000.00,2.98,0.00
00:07:01.043 [TUNER] 303,1000,2000.48,2000.00,2.56,0.00,1983.11,2000.00,2.86,0.00
00:07:01.045 [TUNER] 304,1000,2000.48,2000.00,2.56,0.00,1983.11,2000.00,2.86,0.00
00:07:01.079 [TUNER] 305,1000,1961.17,2000.00,3.00,0.00,1931.82,2000.00,3.49,0.00
00:07:01.082 [TUNER] 306,1000,1961.17,2000.00,3.00,0.00,1931.82,2000.00,3.49,0.00
00:07:01.114 [TUNER] 307,1000,1964.09,2000.00,2.99,0.00,1950.92,2000.00,3.31,0.00
00:07:01.148 [TUNER] 308,1000,1964.09,2000.00,2.99,0.00,1950.92,2000.00,3.31,0.00
00:07:01.148 [TUNER] 309,1000,2005.94,2000.00,2.55,0.00,1966.20,2000.00,3.16,0.00
00:07:01.183 [TUNER] 310,1000,2005.94,2000.00,2.55,0.00,1966.20,2000.00,3.16,0.00
00:07:01.183 [TUNER] 311,1000,2032.55,2000.00,2.25,0.00,2057.45,2000.00,2.09,0.00
00:07:01.218 [TUNER] 312,1000,2032.55,2000.00,2.25,0.00,2057.45,2000.00,2.09,0.00
00:07:01.219 [TUNER] 313,1000,2115.69,2000.00,1.30,0.00,2101.24,2000.00,1.52,0.00
00:07:01.252 [TUNER] 314,1000,2115.69,2000.00,1.30,0.00,2101.24,2000.00,1.52,0.00
00:07:01.289 [TUNER] 315,1000,2108.32,2000.00,1.31,0.00,2117.38,2000.00,1.25,0.00
00:07:01.289 [TUNER] 316,1000,2108.32,2000.00,1.31,0.00,2117.38,2000.00,1.25,0.00
00:07:01.324 [TUNER] 317,1000,2085.25,2000.00,1.49,0.00,2066.72,2000.00,1.78,0.00
00:07:01.324 [TUNER] 318,1000,2085.25,2000.00,1.49,0.00,2066.72,2000.00,1.78,0.00
00:07:01.358 [TUNER] 319,1000,2037.58,2000.00,1.97,0.00,2012.45,2000.00,2.39,0.00
00:07:01.393 [TUNER] 320,1000,2037.58,2000.00,1.97,0.00,2012.45,2000.00,2.39,0.00
00:07:01.396 [TUNER] 321,1000,2026.93,2000.00,2.06,0.00,1982.78,2000.00,2.73,0.00
00:07:01.429 [TUNER] 322,1000,2026.93,2000.00,2.06,0.00,1982.78,2000.00,2.73,0.00
00:07:01.430 [TUNER] 323,1000,2006.39,2000.00,2.27,0.00,1950.45,2000.00,3.14,0.00
00:07:01.464 [TUNER] 324,1000,2006.39,2000.00,2.27,0.00,1950.45,2000.00,3.14,0.00
00:07:01.465 [TUNER] 325,1000,1986.52,2000.00,2.49,0.00,1993.31,2000.00,2.65,0.00
00:07:01.499 [TUNER] 326,1000,1986.52,2000.00,2.49,0.00,1993.31,2000.00,2.65,0.00
00:07:01.533 [TUNER] 327,1000,1989.53,2000.00,2.46,0.00,2000.11,2000.00,2.58,0.00
00:07:01.533 [TUNER] 328,1000,1989.53,2000.00,2.46,0.00,2000.11,2000.00,2.58,0.00
00:07:01.569 [TUNER] 329,1000,1995.36,2000.00,2.41,0.00,2014.14,2000.00,2.41,0.00
00:07:01.570 [TUNER] 330,1000,1995.36,2000.00,2.41,0.00,2014.14,2000.00,2.41,0.00
00:07:01.602 [TUNER] 331,1000,2048.14,2000.00,1.82,0.00,1997.88,2000.00,2.59,0.00
00:07:01.638 [TUNER] 332,1000,2048.14,2000.00,1.82,0.00,1997.88,2000.00,2.59,0.00
00:07:01.639 [TUNER] 333,1000,2033.67,2000.00,1.95,0.00,2019.23,2000.00,2.34,0.00
00:07:01.674 [TUNER] 334,1000,2033.67,2000.00,1.95,0.00,2019.23,2000.00,2.34,0.00
00:07:01.674 [TUNER] 335,1000,2020.37,2000.00,2.08,0.00,2012.25,2000.00,2.41,0.00
00:07:01.708 [TUNER] 336,1000,2020.37,2000.00,2.08,0.00,2012.25,2000.00,2.41,0.00
00:07:01.743 [TUNER] 337,1000,2011.45,2000.00,2.16,0.00,2029.01,2000.00,2.20,0.00
00:07:01.745 [TUNER] 338,1000,2011.45,2000.00,2.16,0.00,2029.01,2000.00,2.20,0.00
00:07:01.778 [TUNER] 339,1000,2018.06,2000.00,2.08,0.00,2025.23,2000.00,2.22,0.00
00:07:01.779 [TUNER] 340,1000,2018.06,2000.00,2.08,0.00,2025.23,2000.00,2.22,0.00
00:07:01.814 [TUNER] 341,1000,1976.96,2000.00,2.53,0.00,2015.34,2000.00,2.33,0.00
00:07:01.849 [TUNER] 342,1000,1935.13,2000.00,2.99,0.00,2031.06,2000.00,2.14,0.00
00:07:01.850 [TUNER] 343,1000,1935.13,2000.00,2.99,0.00,2031.06,2000.00,2.14,0.00
00:07:01.882 [TUNER] 344,1000,1952.05,2000.00,2.84,0.00,1996.13,2000.00,2.53,0.00
00:07:01.882 [TUNER] 345,1000,1952.05,2000.00,2.84,0.00,1996.13,2000.00,2.53,0.00
00:07:01.917 [TUNER] 346,1000,1987.72,2000.00,2.48,0.00,2009.24,2000.00,2.38,0.00
00:07:01.952 [TUNER] 347,1000,1987.72,2000.00,2.48,0.00,2009.24,2000.00,2.38,0.00
00:07:01.988 [TUNER] 348,1000,2072.95,2000.00,1.54,0.00,2018.01,2000.00,2.27,0.00
00:07:01.988 [TUNER] 349,1000,2072.95,2000.00,1.54,0.00,2018.01,2000.00,2.27,0.00
00:07:01.989 [TUNER] 350,1000,2079.28,2000.00,1.42,0.00,2023.30,2000.00,2.19,0.00
00:07:02.023 [TUNER] 351,1000,2079.28,2000.00,1.42,0.00,2023.30,2000.00,2.19,0.00
00:07:02.059 [TUNER] 352,1000,2098.10,2000.00,1.16,0.00,2030.98,2000.00,2.08,0.00
00:07:02.059 [TUNER] 353,1000,2098.10,2000.00,1.16,0.00,2030.98,2000.00,2.08,0.00
00:07:02.099 [TUNER] 354,1000,2051.30,2000.00,1.61,0.00,2038.83,2000.00,1.97,0.00
00:07:02.101 [TUNER] 355,1000,2051.30,2000.00,1.61,0.00,2038.83,2000.00,1.97,0.00
00:07:02.129 [TUNER] 356,1000,1998.39,2000.00,2.17,0.00,2045.12,2000.00,1.86,0.00
00:07:02.163 [TUNER] 357,1000,1998.39,2000.00,2.17,0.00,2045.12,2000.00,1.86,0.00
00:07:02.164 [TUNER] 358,1000,1976.69,2000.00,2.41,0.00,2029.53,2000.00,2.02,0.00
00:07:02.200 [TUNER] 359,1000,1976.69,2000.00,2.41,0.00,2029.53,2000.00,2.02,0.00
00:07:02.200 [TUNER] 360,1000,1976.50,2000.00,2.43,0.00,2034.24,2000.00,1.94,0.00
00:07:02.233 [TUNER] 361,1000,1976.50,2000.00,2.43,0.00,2034.24,2000.00,1.94,0.00
00:07:02.311 [TUNER] 362,1000,2019.31,2000.00,1.97,0.00,1996.78,2000.00,2.37,0.00
00:07:02.311 [TUNER] 363,1000,2019.31,2000.00,1.97,0.00,1996.78,2000.00,2.37,0.00
00:07:02.311 [TUNER] 364,1000,2029.50,2000.00,1.84,0.00,1999.45,2000.00,2.34,0.00
00:07:02.312 [TUNER] 365,1000,2029.50,2000.00,1.84,0.00,1999.45,2000.00,2.34,0.00
00:07:02.336 [TUNER] 366,1000,2056.55,2000.00,1.52,0.00,1987.84,2000.00,2.48,0.00
00:07:02.374 [TUNER] 367,1000,2056.55,2000.00,1.52,0.00,1987.84,2000.00,2.48,0.00
00:07:02.376 [TUNER] 368,1000,2016.34,2000.00,1.93,0.00,2016.35,2000.00,2.14,0.00
00:07:02.408 [TUNER] 369,1000,2016.34,2000.00,1.93,0.00,2016.35,2000.00,2.14,0.00
00:07:02.409 [TUNER] 370,1000,1996.20,2000.00,2.14,0.00,2009.95,2000.00,2.21,0.00
00:07:02.444 [TUNER] 371,1000,1996.20,2000.00,2.14,0.00,2009.95,2000.00,2.21,0.00
00:07:02.477 [TUNER] 372,1000,1981.80,2000.00,2.31,0.00,2039.19,2000.00,1.85,0.00
00:07:02.479 [TUNER] 373,1000,1981.80,2000.00,2.31,0.00,2039.19,2000.00,1.85,0.00
00:07:02.514 [TUNER] 374,1000,1992.62,2000.00,2.20,0.00,2029.94,2000.00,1.93,0.00
00:07:02.515 [TUNER] 375,1000,1992.62,2000.00,2.20,0.00,2029.94,2000.00,1.93,0.00
00:07:02.547 [TUNER] 376,1000,1972.07,2000.00,2.43,0.00,2036.29,2000.00,1.84,0.00
00:07:02.548 [TUNER] 377,1000,1972.07,2000.00,2.43,0.00,2036.29,2000.00,1.84,0.00
00:07:02.583 [TUNER] 378,1000,1962.50,2000.00,2.56,0.00,2036.21,2000.00,1.81,0.00
00:07:02.618 [TUNER] 379,1000,1962.50,2000.00,2.56,0.00,2036.21,2000.00,1.81,0.00
00:07:02.619 [TUNER] 380,1000,1987.49,2000.00,2.30,0.00,2015.53,2000.00,2.03,0.00
00:07:02.655 [TUNER] 381,1000,1987.49,2000.00,2.30,0.00,2015.53,2000.00,2.03,0.00
00:07:02.655 [TUNER] 382,1000,2029.81,2000.00,1.84,0.00,2019.61,2000.00,1.97,0.00
00:07:02.687 [TUNER] 383,1000,2029.81,2000.00,1.84,0.00,2019.61,2000.00,1.97,0.00
00:07:02.723 [TUNER] 384,1000,2063.67,2000.00,1.44,0.00,2003.97,2000.00,2.15,0.00
00:07:02.724 [TUNER] 385,1000,2063.67,2000.00,1.44,0.00,2003.97,2000.00,2.15,0.00
00:07:02.758 [TUNER] 386,1000,2028.91,2000.00,1.79,-0.00,2018.94,2000.00,1.97,-0.00
00:07:02.760 [TUNER] 387,1000,2028.91,2000.00,1.79,-0.00,2018.94,2000.00,1.97,-0.00
00:07:02.793 [TUNER] 388,1000,1990.79,2000.00,2.19,0.00,1987.97,2000.00,2.33,0.00
00:07:02.830 [TUNER] 389,1000,1990.79,2000.00,2.19,0.00,1987.97,2000.00,2.33,0.00
00:07:02.831 [TUNER] 390,1000,1953.43,2000.00,2.62,0.00,2002.71,2000.00,2.16,0.00
00:07:02.863 [TUNER] 391,1000,1953.43,2000.00,2.62,0.00,2002.71,2000.00,2.16,0.00
00:07:02.865 [TUNER] 392,1000,1969.92,2000.00,2.46,0.00,1981.86,2000.00,2.41,0.00
00:07:02.899 [TUNER] 393,1000,1969.92,2000.00,2.46,0.00,1981.86,2000.00,2.41,0.00
00:07:02.933 [TUNER] 394,1000,1986.55,2000.00,2.30,0.00,2008.13,2000.00,2.10,0.00
00:07:02.933 [TUNER] 395,1000,1986.55,2000.00,2.30,0.00,2008.13,2000.00,2.10,0.00
00:07:02.971 [TUNER] 396,1000,2020.48,2000.00,1.93,0.00,1994.79,2000.00,2.26,0.00
00:07:02.971 [TUNER] 397,1000,2020.48,2000.00,1.93,0.00,1994.79,2000.00,2.26,0.00
00:07:03.006 [TUNER] 398,1000,2032.15,2000.00,1.79,0.00,2033.93,2000.00,1.79,-0.00
00:07:03.038 [TUNER] 399,1000,2032.15,2000.00,1.79,0.00,2033.93,2000.00,1.79,-0.00
00:07:03.039 [TUNER] 400,1000,2072.42,2000.00,1.32,-0.00,2037.76,2000.00,1.72,-0.00
00:07:03.071 [TUNER] 401,1000,2072.42,2000.00,1.32,-0.00,2037.76,2000.00,1.72,-0.00
00:07:03.073 [TUNER] 402,1000,2065.11,2000.00,1.35,-0.00,2025.36,2000.00,1.84,-0.00
00:07:03.108 [TUNER] 403,1000,2065.11,2000.00,1.35,-0.00,2025.36,2000.00,1.84,-0.00
00:07:03.143 [TUNER] 404,1000,2009.45,2000.00,1.93,-0.00,2010.29,2000.00,2.01,-0.00
00:07:03.145 [TUNER] 405,1000,2009.45,2000.00,1.93,-0.00,2010.29,2000.00,2.01,-0.00
00:07:03.179 [TUNER] 406,1000,2006.15,2000.00,1.96,-0.00,1974.18,2000.00,2.43,-0.00
00:07:03.181 [TUNER] 407,1000,2006.15,2000.00,1.96,-0.00,1974.18,2000.00,2.43,-0.00
00:07:03.214 [TUNER] 408,1000,2029.28,2000.00,1.70,-0.00,1983.09,2000.00,2.34,-0.00
00:07:03.248 [TUNER] 409,1000,2029.28,2000.00,1.70,-0.00,1983.09,2000.00,2.34,-0.00
00:07:03.249 [TUNER] 410,1000,2030.60,2000.00,1.66,-0.00,1971.31,2000.00,2.50,-0.00
00:07:03.283 [TUNER] 411,1000,2030.60,2000.00,1.66,-0.00,1971.31,2000.00,2.50,-0.00
00:07:03.284 [TUNER] 412,1000,1998.83,2000.00,2.00,-0.00,2009.79,2000.00,2.05,-0.00
00:07:03.318 [TUNER] 413,1000,1998.83,2000.00,2.00,-0.00,2009.79,2000.00,2.05,-0.00
00:07:03.353 [TUNER] 414,1000,1994.42,2000.00,2.05,-0.00,1991.15,2000.00,2.27,-0.00
00:07:03.353 [TUNER] 415,1000,1994.42,2000.00,2.05,-0.00,1991.15,2000.00,2.27,-0.00
00:07:03.387 [TUNER] 416,1000,1978.66,2000.00,2.22,-0.00,2027.59,2000.00,1.84,-0.00
00:07:03.387 [TUNER] 417,1000,1978.66,2000.00,2.22,-0.00,2027.59,2000.00,1.84,-0.00
00:07:03.423 [TUNER] 418,1000,2007.29,2000.00,1.92,-0.00,1994.89,2000.00,2.21,-0.00
00:07:03.461 [TUNER] 419,1000,2007.29,2000.00,1.92,-0.00,1994.89,2000.00,2.21,-0.00
00:07:03.464 [TUNER] 420,1000,1987.24,2000.00,2.14,-0.00,2006.53,2000.00,2.08,-0.00
00:07:03.493 [TUNER] 421,1000,1987.24,2000.00,2.14,-0.00,2006.53,2000.00,2.08,-0.00
00:07:03.494 [TUNER] 422,1000,1981.51,2000.00,2.21,-0.00,2010.68,2000.00,2.02,-0.00
00:07:03.530 [TUNER] 423,1000,1981.51,2000.00,2.21,-0.00,2010.68,2000.00,2.02,-0.00
00:07:03.564 [TUNER] 424,1000,1997.54,2000.00,2.04,-0.00,2008.85,2000.00,2.04,-0.00
00:07:03.564 [TUNER] 425,1000,1997.54,2000.00,2.04,-0.00,2008.85,2000.00,2.04,-0.00
00:07:03.598 [TUNER] 426,1000,1994.90,2000.00,2.07,-0.00,2014.26,2000.00,1.97,-0.00
00:07:03.598 [TUNER] 427,1000,1994.90,2000.00,2.07,-0.00,2014.26,2000.00,1.97,-0.00
00:07:03.633 [TUNER] 428,1000,1982.49,2000.00,2.22,-0.00,1991.10,2000.00,2.24,-0.00
00:07:03.633 [TUNER] 429,1000,1982.49,2000.00,2.22,-0.00,1991.10,2000.00,2.24,-0.00
00:07:03.666 [TUNER] 430,1000,1938.19,2000.00,2.72,-0.00,2000.06,2000.00,2.13,-0.00
00:07:03.703 [TUNER] 431,1000,1938.19,2000.00,2.72,-0.00,2000.06,2000.00,2.13,-0.00
00:07:03.704 [TUNER] 432,1000,1945.71,2000.00,2.68,0.00,1979.74,2000.00,2.38,-0.00
00:07:03.737 [TUNER] 433,1000,1945.71,2000.00,2.68,0.00,1979.74,2000.00,2.38,-0.00
00:07:03.738 [TUNER] 434,1000,1979.21,2000.00,2.34,0.00,1994.41,2000.00,2.22,-0.00
00:07:03.773 [TUNER] 435,1000,1979.21,2000.00,2.34,0.00,1994.41,2000.00,2.22,-0.00
00:07:03.810 [TUNER] 436,1000,2069.58,2000.00,1.35,-0.00,1982.09,2000.00,2.37,-0.00
00:07:03.814 [TUNER] 437,1000,2069.58,2000.00,1.35,-0.00,1982.09,2000.00,2.37,-0.00
00:07:03.845 [TUNER] 438,1000,2059.41,2000.00,1.42,-0.00,2010.03,2000.00,2.04,-0.00
00:07:03.845 [TUNER] 439,1000,2059.41,2000.00,1.42,-0.00,2010.03,2000.00,2.04,-0.00
00:07:03.877 [TUNER] 440,1000,2078.76,2000.00,1.16,-0.00,2008.33,2000.00,2.06,-0.00
00:07:03.915 [TUNER] 441,1000,2078.76,2000.00,1.16,-0.00,2008.33,2000.00,2.06,-0.00
00:07:03.915 [TUNER] 442,1000,2027.23,2000.00,1.68,-0.00,2037.90,2000.00,1.70,-0.00
00:07:03.949 [TUNER] 443,1000,2027.23,2000.00,1.68,-0.00,2037.90,2000.00,1.70,-0.00
00:07:03.950 [TUNER] 444,1000,1989.45,2000.00,2.09,-0.00,2025.47,2000.00,1.82,-0.00
00:07:03.982 [TUNER] 445,1000,1989.45,2000.00,2.09,-0.00,2025.47,2000.00,1.82,-0.00
00:07:04.018 [TUNER] 446,1000,1967.82,2000.00,2.33,-0.00,2018.97,2000.00,1.88,-0.00
00:07:04.018 [TUNER] 447,1000,1967.82,2000.00,2.33,-0.00,2018.97,2000.00,1.88,-0.00
00:07:04.052 [TUNER] 448,1000,1974.56,2000.00,2.28,-0.00,2010.33,2000.00,1.97,-0.00
00:07:04.053 [TUNER] 449,1000,1974.56,2000.00,2.28,-0.00,2010.33,2000.00,1.97,-0.00
00:07:04.087 [TUNER] 450,1000,2002.29,2000.00,1.99,-0.00,1972.49,2000.00,2.42,-0.00
00:07:04.123 [TUNER] 451,1000,2002.29,2000.00,1.99,-0.00,1972.49,2000.00,2.42,-0.00
00:07:04.124 [TUNER] 452,1000,2017.60,2000.00,1.82,-0.00,1988.61,2000.00,2.24,-0.00
00:07:04.160 [TUNER] 453,1000,2017.60,2000.00,1.82,-0.00,1988.61,2000.00,2.24,-0.00
00:07:04.163 [TUNER] 454,1000,2022.98,2000.00,1.74,-0.00,1970.58,2000.00,2.47,-0.00
00:07:04.193 [TUNER] 455,1000,2022.98,2000.00,1.74,-0.00,1970.58,2000.00,2.47,-0.00
00:07:04.230 [TUNER] 456,1000,1982.61,2000.00,2.18,-0.00,2014.57,2000.00,1.96,-0.00
00:07:04.231 [TUNER] 457,1000,1982.61,2000.00,2.18,-0.00,2014.57,2000.00,1.96,-0.00
00:07:04.264 [TUNER] 458,1000,1981.24,2000.00,2.21,-0.00,1999.93,2000.00,2.13,-0.00
00:07:04.264 [TUNER] 459,1000,1981.24,2000.00,2.21,-0.00,1999.93,2000.00,2.13,-0.00
00:07:04.298 [TUNER] 460,1000,1981.87,2000.00,2.21,-0.00,2020.87,2000.00,1.87,-0.00
00:07:04.300 [TUNER] 461,1000,1981.87,2000.00,2.21,-0.00,2020.87,2000.00,1.87,-0.00
00:07:04.333 [TUNER] 462,1000,2004.70,2000.00,1.97,-0.00,1999.82,2000.00,2.11,-0.00
00:07:04.368 [TUNER] 463,1000,2004.70,2000.00,1.97,-0.00,1999.82,2000.00,2.11,-0.00
00:07:04.368 [TUNER] 464,1000,1983.45,2000.00,2.20,-0.00,2013.91,2000.00,1.94,-0.00
00:07:04.403 [TUNER] 465,1000,1983.45,2000.00,2.20,-0.00,2013.91,2000.00,1.94,-0.00
00:07:04.403 [TUNER] 466,1000,1997.38,2000.00,2.06,-0.00,2014.87,2000.00,1.92,-0.00
00:07:04.439 [TUNER] 467,1000,1997.38,2000.00,2.06,-0.00,2014.87,2000.00,1.92,-0.00
00:07:04.473 [TUNER] 468,1000,1982.75,2000.00,2.22,-0.00,2010.49,2000.00,1.96,-0.00
00:07:04.474 [TUNER] 469,1000,1982.75,2000.00,2.22,-0.00,2010.49,2000.00,1.96,-0.00
00:07:04.509 [TUNER] 470,1000,1984.79,2000.00,2.21,-0.00,2008.70,2000.00,1.98,-0.00
00:07:04.510 [TUNER] 471,1000,1984.79,2000.00,2.21,-0.00,2008.70,2000.00,1.98,-0.00
00:07:04.545 [TUNER] 472,1000,1995.01,2000.00,2.11,-0.00,1990.09,2000.00,2.20,-0.00
00:07:04.579 [TUNER] 473,1000,1995.01,2000.00,2.11,-0.00,1990.09,2000.00,2.20,-0.00
00:07:04.579 [TUNER] 474,1000,1941.34,2000.00,2.71,0.00,2002.68,2000.00,2.05,-0.00
00:07:04.613 [TUNER] 475,1000,1941.34,2000.00,2.71,0.00,2002.68,2000.00,2.05,-0.00
00:07:04.648 [TUNER] 476,1000,1979.15,2000.00,2.33,0.00,1969.81,2000.00,2.45,-0.00
00:07:04.649 [TUNER] 477,1000,1979.15,2000.00,2.33,0.00,1969.81,2000.00,2.45,-0.00
00:07:04.684 [TUNER] 478,1000,1993.93,2000.00,2.17,0.00,2001.93,2000.00,2.08,-0.00
00:07:04.685 [TUNER] 479,1000,1993.93,2000.00,2.17,0.00,2001.93,2000.00,2.08,-0.00
00:07:04.718 [TUNER] 480,1000,2059.02,2000.00,1.45,-0.00,1986.39,2000.00,2.27,-0.00
00:07:04.719 [TUNER] 481,1000,2059.02,2000.00,1.45,-0.00,1986.39,2000.00,2.27,-0.00
