00:05:42.225 [TUNER] --- CSV START ---
00:05:42.225 [TUNER] Metadata,Profile(Accel:12.0 Jerk:100.0),PID_0(P:11.35292 I:380.33182 D:0.00000),PID_1(P:12.30023 I:408.78094 D:0.00000)
00:05:42.226 [TUNER] Tick,DeltaTime_us,Reading_0,Setpoint_0,Output_0,int_0,Reading_1,Setpoint_1,Output_1,int_1
00:05:42.642 [TUNER] 20,1000,0.00,23.10,0.41,0.00,0.00,23.10,0.57,0.00
00:05:42.677 [TUNER] 21,1000,0.00,25.30,0.48,0.00,0.00,25.30,0.65,0.00
00:05:42.712 [TUNER] 22,1000,0.00,27.60,0.48,0.00,0.00,27.60,0.65,0.00
00:05:42.713 [TUNER] 23,1000,0.00,30.00,0.56,0.00,0.00,30.00,0.73,0.00
00:05:42.713 [TUNER] 24,1000,0.00,32.50,0.56,0.00,0.00,32.50,0.73,0.00
00:05:42.747 [TUNER] 25,1000,0.00,35.10,0.65,0.00,1.72,35.10,0.81,0.00
00:05:42.748 [TUNER] 26,1000,0.00,37.80,0.65,0.00,1.72,37.80,0.81,0.00
00:05:42.782 [TUNER] 27,1000,0.00,40.60,0.75,0.00,4.81,40.60,0.87,0.00
00:05:42.819 [TUNER] 28,1000,0.00,43.50,0.75,0.00,4.81,43.50,0.87,0.00
00:05:42.852 [TUNER] 29,1000,5.15,46.50,0.79,0.00,10.72,46.50,0.91,0.00
00:05:42.853 [TUNER] 30,1000,5.15,49.60,0.79,0.00,10.72,49.60,0.91,0.00
00:05:42.854 [TUNER] 31,1000,11.00,52.80,0.84,0.00,15.45,52.80,0.96,0.00
00:05:42.889 [TUNER] 32,1000,11.00,56.10,0.84,0.00,15.45,56.10,0.96,0.00
00:05:42.922 [TUNER] 33,1002,17.36,59.50,0.88,0.00,20.92,59.50,1.02,0.00
00:05:42.923 [TUNER] 34,998,17.36,63.00,0.88,0.00,20.92,63.00,1.02,0.00
00:05:42.957 [TUNER] 35,1000,22.51,66.60,0.94,0.00,27.08,66.60,1.07,0.00
00:05:42.959 [TUNER] 36,1000,22.51,70.30,0.94,0.00,27.08,70.30,1.07,0.00
00:05:42.993 [TUNER] 37,1000,30.03,74.10,0.98,0.00,33.69,74.10,1.12,0.00
00:05:43.027 [TUNER] 38,1000,30.03,78.00,0.98,0.00,33.69,78.00,1.12,0.00
00:05:43.028 [TUNER] 39,1000,41.21,82.00,0.99,0.00,38.98,82.00,1.19,0.00
00:05:43.063 [TUNER] 40,1000,41.21,86.10,0.99,0.00,38.98,86.10,1.19,0.00
00:05:43.064 [TUNER] 41,1000,50.14,90.30,1.02,0.00,48.36,90.30,1.22,0.00
00:05:43.097 [TUNER] 42,1000,50.14,94.60,1.02,0.00,48.36,94.60,1.22,0.00
00:05:43.132 [TUNER] 43,1000,57.30,99.00,1.08,0.00,57.59,99.00,1.26,0.00
00:05:43.134 [TUNER] 44,1000,57.30,103.50,1.08,0.00,57.59,103.50,1.26,0.00
00:05:43.168 [TUNER] 45,1000,68.17,108.10,1.09,0.00,68.41,108.10,1.28,0.00
00:05:43.169 [TUNER] 46,1044,74.29,112.80,1.10,0.00,77.76,112.80,1.24,0.00
00:05:43.203 [TUNER] 47,956,74.29,117.60,1.10,0.00,77.76,117.60,1.24,0.00
00:05:43.238 [TUNER] 48,1002,85.75,122.50,1.12,0.00,93.80,122.50,1.19,0.00
00:05:43.239 [TUNER] 49,998,85.75,127.50,1.12,0.00,93.80,127.50,1.19,0.00
00:05:43.273 [TUNER] 50,1000,97.84,132.60,1.13,0.00,95.68,132.60,1.34,0.00
00:05:43.274 [TUNER] 51,1000,97.84,137.80,1.13,0.00,95.68,137.80,1.34,0.00
00:05:43.308 [TUNER] 52,1000,107.48,143.10,1.18,0.00,104.03,143.10,1.40,0.00
00:05:43.308 [TUNER] 53,1000,107.48,148.50,1.18,0.00,104.03,148.50,1.40,0.00
00:05:43.342 [TUNER] 54,1000,120.34,154.00,1.19,0.00,114.15,154.00,1.46,0.00
00:05:43.379 [TUNER] 55,1000,120.34,159.60,1.19,0.00,114.15,159.60,1.46,0.00
00:05:43.380 [TUNER] 56,1000,132.35,165.30,1.22,0.00,125.68,165.30,1.50,0.00
00:05:43.412 [TUNER] 57,1000,132.35,171.10,1.22,0.00,125.68,171.10,1.50,0.00
00:05:43.413 [TUNER] 58,1000,148.83,177.00,1.20,0.00,131.47,177.00,1.62,0.00
00:05:43.449 [TUNER] 59,1000,148.83,183.00,1.20,0.00,131.47,183.00,1.62,0.00
00:05:43.449 [TUNER] 60,1000,160.30,189.10,1.24,0.00,136.10,189.10,1.77,0.00
00:05:43.482 [TUNER] 61,1000,160.30,195.30,1.24,0.00,136.10,195.30,1.77,0.00
00:05:43.517 [TUNER] 62,1000,174.63,201.60,1.25,0.00,148.40,201.60,1.82,0.00
00:05:43.518 [TUNER] 63,1000,174.63,208.00,1.25,0.00,148.40,208.00,1.82,0.00
00:05:43.554 [TUNER] 64,1000,189.53,214.50,1.26,0.00,166.82,214.50,1.81,0.00
00:05:43.555 [TUNER] 65,1000,189.53,221.10,1.26,0.00,166.82,221.10,1.81,0.00
00:05:43.589 [TUNER] 66,1000,201.44,227.80,1.31,0.00,178.13,227.80,1.89,0.00
00:05:43.591 [TUNER] 67,1000,201.44,234.60,1.31,0.00,178.13,234.60,1.89,0.00
00:05:43.622 [TUNER] 68,1000,219.57,241.50,1.29,0.00,188.89,241.50,1.98,0.00
00:05:43.658 [TUNER] 69,1000,219.57,248.50,1.29,0.00,188.89,248.50,1.98,0.00
00:05:43.658 [TUNER] 70,1000,237.51,255.60,1.27,0.00,212.96,255.60,1.90,0.00
00:05:43.692 [TUNER] 71,1000,237.51,262.80,1.27,0.00,212.96,262.80,1.90,0.00
00:05:43.693 [TUNER] 72,1000,255.29,270.10,1.26,0.00,225.35,270.10,1.98,0.00
00:05:43.727 [TUNER] 73,1000,255.29,277.50,1.26,0.00,225.35,277.50,1.98,0.00
00:05:43.728 [TUNER] 74,1000,272.96,285.00,1.26,0.00,245.56,285.00,1.96,0.00
00:05:43.762 [TUNER] 75,1000,272.96,292.60,1.26,0.00,245.56,292.60,1.96,0.00
00:05:43.798 [TUNER] 76,1000,285.37,300.30,1.32,0.00,272.05,300.30,1.86,0.00
00:05:43.799 [TUNER] 77,1000,285.37,308.10,1.32,0.00,272.05,308.10,1.86,0.00
00:05:43.833 [TUNER] 78,1000,288.43,316.00,1.50,0.00,291.51,316.00,1.85,0.00
00:05:43.834 [TUNER] 79,1000,288.43,324.00,1.50,0.00,291.51,324.00,1.85,0.00
00:05:43.867 [TUNER] 80,1000,297.75,332.10,1.62,0.00,315.68,332.10,1.78,0.00
00:05:43.868 [TUNER] 81,1039,307.65,340.30,1.62,0.00,325.30,340.30,1.78,0.00
00:05:43.903 [TUNER] 82,961,307.65,348.60,1.62,0.00,325.30,348.60,1.78,0.00
00:05:43.939 [TUNER] 83,1002,314.38,357.00,1.78,0.00,330.26,357.00,1.96,0.00
00:05:43.939 [TUNER] 84,998,314.38,365.50,1.78,0.00,330.26,365.50,1.96,0.00
00:05:43.972 [TUNER] 85,1000,327.18,374.10,1.88,0.00,341.60,374.10,2.08,0.00
00:05:44.007 [TUNER] 86,1000,327.18,382.80,1.88,0.00,341.60,382.80,2.08,0.00
00:05:44.009 [TUNER] 87,1000,354.52,391.60,1.81,0.00,355.74,391.60,2.16,0.00
00:05:44.009 [TUNER] 88,1000,354.52,400.50,1.81,0.00,355.74,400.50,2.16,0.00
00:05:44.043 [TUNER] 89,1000,379.83,409.50,1.77,0.00,365.34,409.50,2.32,0.00
00:05:44.077 [TUNER] 90,1000,379.83,418.60,1.77,0.00,365.34,418.60,2.32,0.00
00:05:44.078 [TUNER] 91,1000,401.79,427.80,1.77,0.00,385.05,427.80,2.35,0.00
00:05:44.114 [TUNER] 92,1000,401.79,437.10,1.77,0.00,385.05,437.10,2.35,0.00
00:05:44.115 [TUNER] 93,1000,417.64,446.50,1.84,0.00,405.97,446.50,2.38,0.00
00:05:44.147 [TUNER] 94,1000,417.64,456.00,1.84,0.00,405.97,456.00,2.38,0.00
00:05:44.148 [TUNER] 95,1000,430.33,465.60,1.96,0.00,424.42,465.60,2.44,0.00
00:05:44.186 [TUNER] 96,1000,430.33,475.30,1.96,0.00,424.42,475.30,2.44,0.00
00:05:44.219 [TUNER] 97,1000,445.63,485.10,2.06,0.00,451.21,485.10,2.40,0.00
00:05:44.220 [TUNER] 98,1000,445.63,495.00,2.06,0.00,451.21,495.00,2.40,0.00
00:05:44.253 [TUNER] 99,1000,463.02,505.00,2.14,0.00,477.80,505.00,2.36,0.00
00:05:44.254 [TUNER] 100,1000,463.02,515.10,2.14,0.00,477.80,515.10,2.36,0.00
00:05:44.327 [TUNER] 101,1000,485.53,525.30,2.16,0.00,499.07,525.30,2.39,0.00
00:05:44.328 [TUNER] 102,1000,485.53,535.60,2.16,0.00,499.07,535.60,2.39,0.00
00:05:44.329 [TUNER] 103,1002,506.73,546.00,2.21,0.00,517.56,546.00,2.46,0.00
00:05:44.329 [TUNER] 104,998,506.73,556.50,2.21,0.00,517.56,556.50,2.46,0.00
00:05:44.358 [TUNER] 105,1000,537.94,567.10,2.14,0.00,525.95,567.10,2.67,0.00
00:05:44.395 [TUNER] 106,1000,537.94,577.80,2.14,0.00,525.95,577.80,2.67,0.00
00:05:44.396 [TUNER] 107,1000,562.64,588.60,2.14,0.00,542.74,588.60,2.78,0.00
00:05:44.428 [TUNER] 108,1000,562.64,599.50,2.14,0.00,542.74,599.50,2.78,0.00
00:05:44.429 [TUNER] 109,1000,587.56,610.50,2.15,0.00,568.20,610.50,2.80,0.00
00:05:44.462 [TUNER] 110,1000,587.56,621.60,2.15,0.00,568.20,621.60,2.80,0.00
00:05:44.499 [TUNER] 111,1000,605.77,632.80,2.24,0.00,592.01,632.80,2.83,0.00
00:05:44.499 [TUNER] 112,1000,605.77,644.10,2.24,0.00,592.01,644.10,2.83,0.00
00:05:44.534 [TUNER] 113,1000,618.63,655.50,2.40,0.00,629.95,655.50,2.69,0.00
00:05:44.534 [TUNER] 114,1000,618.63,667.00,2.40,0.00,629.95,667.00,2.69,0.00
00:05:44.570 [TUNER] 115,1000,625.47,678.60,2.65,0.00,663.74,678.60,2.59,0.00
00:05:44.570 [TUNER] 116,1039,665.74,690.30,2.34,0.00,673.20,690.30,2.64,0.00
00:05:44.601 [TUNER] 117,961,665.74,702.10,2.34,0.00,673.20,702.10,2.64,0.00
00:05:44.640 [TUNER] 118,1002,690.13,714.00,2.38,0.00,680.34,714.00,2.89,0.00
00:05:44.641 [TUNER] 119,998,690.13,726.00,2.38,0.00,680.34,726.00,2.89,0.00
00:05:44.672 [TUNER] 120,1000,703.44,738.00,2.55,0.00,697.33,738.00,3.03,0.00
00:05:44.673 [TUNER] 121,1000,703.44,750.00,2.55,0.00,697.33,750.00,3.03,0.00
00:05:44.708 [TUNER] 122,1000,715.66,762.00,2.74,0.00,724.52,762.00,3.05,0.00
00:05:44.708 [TUNER] 123,1000,715.66,774.00,2.74,0.00,724.52,774.00,3.05,0.00
00:05:44.742 [TUNER] 124,1000,727.15,786.00,2.95,0.00,773.76,786.00,2.77,0.00
00:05:44.778 [TUNER] 125,1000,727.15,798.00,2.95,0.00,773.76,798.00,2.77,0.00
00:05:44.778 [TUNER] 126,1000,753.53,810.00,2.99,0.00,804.56,810.00,2.72,0.00
00:05:44.812 [TUNER] 127,1000,753.53,822.00,2.99,0.00,804.56,822.00,2.72,0.00
00:05:44.814 [TUNER] 128,1000,793.53,834.00,2.87,0.00,818.89,834.00,2.87,0.00
00:05:44.849 [TUNER] 129,1000,793.53,846.00,2.87,0.00,818.89,846.00,2.87,0.00
00:05:44.849 [TUNER] 130,1000,813.50,858.00,2.97,0.00,832.07,858.00,3.05,0.00
00:05:44.883 [TUNER] 131,1000,813.50,870.00,2.97,0.00,832.07,870.00,3.05,0.00
00:05:44.920 [TUNER] 132,1000,834.63,882.00,3.06,0.00,864.95,882.00,2.98,0.00
00:05:44.920 [TUNER] 133,1000,834.63,894.00,3.06,0.00,864.95,894.00,2.98,0.00
00:05:44.954 [TUNER] 134,1000,868.72,906.00,3.00,0.00,884.38,906.00,3.07,0.00
00:05:44.955 [TUNER] 135,1000,868.72,918.00,3.00,0.00,884.38,918.00,3.07,0.00
00:05:44.989 [TUNER] 136,1000,913.17,930.00,2.81,0.00,905.08,930.00,3.16,0.00
00:05:44.990 [TUNER] 137,1000,913.17,942.00,2.81,0.00,905.08,942.00,3.16,0.00
00:05:45.024 [TUNER] 138,1000,938.42,954.00,2.83,0.00,916.49,954.00,3.37,0.00
00:05:45.058 [TUNER] 139,1000,938.42,966.00,2.83,0.00,916.49,966.00,3.37,0.00
00:05:45.058 [TUNER] 140,1000,968.93,978.00,2.78,0.00,956.54,978.00,3.21,0.00
00:05:45.093 [TUNER] 141,1000,968.93,990.00,2.78,0.00,956.54,990.00,3.21,0.00
00:05:45.093 [TUNER] 142,1000,993.34,1002.00,2.81,0.00,1029.81,1002.00,2.61,0.00
00:05:45.128 [TUNER] 143,1000,993.34,1014.00,2.81,0.00,1029.81,1014.00,2.61,0.00
00:05:45.163 [TUNER] 144,1000,1033.48,1026.00,2.65,0.00,1074.69,1026.00,2.33,0.00
00:05:45.163 [TUNER] 145,1000,1033.48,1038.00,2.65,0.00,1074.69,1038.00,2.33,0.00
00:05:45.199 [TUNER] 146,1000,1086.21,1050.00,2.32,0.00,1065.92,1050.00,2.75,0.00
00:05:45.199 [TUNER] 147,1000,1086.21,1062.00,2.32,0.00,1065.92,1062.00,2.75,0.00
00:05:45.233 [TUNER] 148,1000,1095.75,1074.00,2.49,0.00,1057.18,1074.00,3.19,0.00
00:05:45.236 [TUNER] 149,1000,1095.75,1086.00,2.49,0.00,1057.18,1086.00,3.19,0.00
00:05:45.267 [TUNER] 150,1000,1093.08,1098.00,2.82,0.00,1079.40,1098.00,3.25,0.00
00:05:45.303 [TUNER] 151,1039,1096.04,1110.00,2.94,0.00,1091.71,1110.00,3.26,0.00
00:05:45.305 [TUNER] 152,961,1096.04,1122.00,2.94,0.00,1091.71,1122.00,3.26,0.00
00:05:45.337 [TUNER] 153,1002,1086.89,1134.00,3.37,0.00,1081.67,1134.00,3.75,0.00
00:05:45.338 [TUNER] 154,998,1086.89,1146.00,3.37,0.00,1081.67,1146.00,3.75,0.00
00:05:45.374 [TUNER] 155,1000,1096.52,1158.00,3.61,0.00,1107.83,1158.00,3.79,0.00
00:05:45.375 [TUNER] 156,1000,1096.52,1170.00,3.61,0.00,1107.83,1170.00,3.79,0.00
00:05:45.407 [TUNER] 157,1000,1107.43,1182.00,3.84,0.00,1161.15,1182.00,3.47,0.00
00:05:45.442 [TUNER] 158,1000,1107.43,1194.00,3.84,0.00,1161.15,1194.00,3.47,0.00
00:05:45.442 [TUNER] 159,1000,1131.63,1206.00,3.92,0.00,1186.63,1206.00,3.49,0.00
00:05:45.477 [TUNER] 160,1000,1131.63,1218.00,3.92,0.00,1186.63,1218.00,3.49,0.00
00:05:45.477 [TUNER] 161,1000,1192.22,1230.00,3.55,0.00,1188.11,1230.00,3.82,0.00
00:05:45.513 [TUNER] 162,1000,1192.22,1242.00,3.55,0.00,1188.11,1242.00,3.82,0.00
00:05:45.513 [TUNER] 163,1000,1257.87,1254.00,3.10,0.00,1223.66,1254.00,3.73,0.00
00:05:45.548 [TUNER] 164,1000,1257.87,1266.00,3.10,0.00,1223.66,1266.00,3.73,0.00
00:05:45.583 [TUNER] 165,1000,1377.40,1278.00,1.97,0.00,1262.41,1278.00,3.58,0.00
00:05:45.584 [TUNER] 166,1000,1377.40,1290.00,1.97,0.00,1262.41,1290.00,3.58,0.00
00:05:45.618 [TUNER] 167,1000,1476.46,1301.90,1.00,0.00,1291.69,1301.90,3.55,0.00
00:05:45.618 [TUNER] 168,1000,1476.46,1313.70,1.00,0.00,1291.69,1313.70,3.55,0.00
00:05:45.654 [TUNER] 169,1000,1524.78,1325.40,0.59,0.00,1382.12,1325.40,2.70,0.00
00:05:45.655 [TUNER] 170,1000,1524.78,1337.00,0.59,0.00,1382.12,1337.00,2.70,0.00
00:05:45.690 [TUNER] 171,1000,1566.87,1348.50,0.23,0.00,1463.05,1348.50,1.92,0.00
00:05:45.723 [TUNER] 172,1000,1566.87,1359.90,0.23,0.00,1463.05,1359.90,1.92,0.00
00:05:45.723 [TUNER] 173,1002,1526.12,1371.20,0.86,0.00,1501.36,1371.20,1.64,0.00
00:05:45.758 [TUNER] 174,998,1526.12,1382.40,0.86,0.00,1501.36,1382.40,1.64,0.00
00:05:45.758 [TUNER] 175,1000,1434.36,1393.50,2.14,0.00,1502.35,1393.50,1.84,0.00
00:05:45.793 [TUNER] 176,1000,1434.36,1404.50,2.14,0.00,1502.35,1404.50,1.84,0.00
00:05:45.793 [TUNER] 177,1000,1357.09,1415.40,3.34,0.00,1473.34,1415.40,2.44,0.00
00:05:45.827 [TUNER] 178,1000,1357.09,1426.20,3.34,0.00,1473.34,1426.20,2.44,0.00
00:05:45.863 [TUNER] 179,1000,1329.64,1436.90,4.00,0.00,1407.17,1436.90,3.56,0.00
00:05:45.863 [TUNER] 180,1000,1329.64,1447.50,4.00,0.00,1407.17,1447.50,3.56,0.00
00:05:45.934 [TUNER] 181,1000,1316.27,1458.00,4.52,0.00,1424.68,1458.00,3.65,0.00
00:05:45.934 [TUNER] 182,1000,1316.27,1468.40,4.52,0.00,1424.68,1468.40,3.65,0.00
00:05:45.936 [TUNER] 183,1000,1334.77,1478.70,4.67,0.00,1433.53,1478.70,3.86,0.00
00:05:45.967 [TUNER] 184,1000,1334.77,1488.90,4.67,0.00,1433.53,1488.90,3.86,0.00
00:05:45.970 [TUNER] 185,1000,1414.87,1499.00,4.08,0.00,1426.87,1499.00,4.27,0.00
00:05:46.002 [TUNER] 186,1039,1489.06,1509.00,3.37,0.00,1468.90,1509.00,3.90,0.00
00:05:46.005 [TUNER] 187,961,1489.06,1518.90,3.37,0.00,1468.90,1518.90,3.90,0.00
00:05:46.040 [TUNER] 188,1002,1614.86,1528.70,2.12,0.00,1535.71,1528.70,3.34,0.00
00:05:46.041 [TUNER] 189,998,1614.86,1538.40,2.12,0.00,1535.71,1538.40,3.34,0.00
00:05:46.073 [TUNER] 190,1000,1725.27,1548.00,0.97,0.00,1572.53,1548.00,3.12,0.00
00:05:46.073 [TUNER] 191,1000,1725.27,1557.50,0.97,0.00,1572.53,1557.50,3.12,0.00
00:05:46.107 [TUNER] 192,1000,1741.01,1566.90,0.89,0.00,1660.05,1566.90,2.22,0.00
00:05:46.142 [TUNER] 193,1000,1741.01,1576.20,0.89,0.00,1660.05,1576.20,2.22,0.00
00:05:46.142 [TUNER] 194,1000,1743.29,1585.40,0.97,0.00,1644.16,1585.40,2.61,0.00
00:05:46.178 [TUNER] 195,1000,1743.29,1594.50,0.97,0.00,1644.16,1594.50,2.61,0.00
00:05:46.179 [TUNER] 196,1000,1671.24,1603.50,1.96,0.00,1610.83,1603.50,3.25,0.00
00:05:46.214 [TUNER] 197,1000,1671.24,1612.40,1.96,0.00,1610.83,1612.40,3.25,0.00
00:05:46.217 [TUNER] 198,1000,1606.73,1621.20,2.93,0.00,1599.64,1621.20,3.65,0.00
00:05:46.248 [TUNER] 199,1000,1606.73,1629.90,2.93,0.00,1599.64,1629.90,3.65,0.00
00:05:46.283 [TUNER] 200,1000,1525.91,1638.50,4.14,0.00,1573.50,1638.50,4.25,0.00
00:05:46.283 [TUNER] 201,1000,1525.91,1647.00,4.14,0.00,1573.50,1647.00,4.25,0.00
00:05:46.318 [TUNER] 202,1000,1504.21,1655.40,4.71,0.00,1595.54,1655.40,4.25,0.00
00:05:46.320 [TUNER] 203,1000,1504.21,1663.70,4.71,0.00,1595.54,1663.70,4.25,0.00
00:05:46.352 [TUNER] 204,1000,1507.46,1671.90,5.00,0.00,1657.84,1671.90,3.72,0.00
00:05:46.388 [TUNER] 205,1000,1507.46,1680.00,5.00,0.00,1657.84,1680.00,3.72,0.00
00:05:46.424 [TUNER] 206,1000,1575.35,1688.00,4.52,0.00,1697.37,1688.00,3.44,0.00
00:05:46.424 [TUNER] 207,1000,1575.35,1695.90,4.52,0.00,1697.37,1695.90,3.44,0.00
00:05:46.425 [TUNER] 208,1000,1669.18,1703.70,3.67,0.00,1744.46,1703.70,3.03,0.00
00:05:46.458 [TUNER] 209,1000,1669.18,1711.40,3.67,0.00,1744.46,1711.40,3.03,0.00
00:05:46.459 [TUNER] 210,1000,1824.99,1719.00,2.01,0.00,1734.03,1719.00,3.35,0.00
00:05:46.493 [TUNER] 211,1000,1824.99,1726.50,2.01,0.00,1734.03,1726.50,3.35,0.00
00:05:46.526 [TUNER] 212,1000,1889.51,1733.90,1.35,0.00,1751.45,1733.90,3.32,0.00
00:05:46.528 [TUNER] 213,1000,1889.51,1741.20,1.35,0.00,1751.45,1741.20,3.32,0.00
00:05:46.564 [TUNER] 214,1000,1843.19,1748.40,1.98,0.00,1748.21,1748.40,3.55,0.00
00:05:46.564 [TUNER] 215,1000,1843.19,1755.50,1.98,0.00,1748.21,1755.50,3.55,0.00
00:05:46.601 [TUNER] 216,1000,1742.57,1762.50,3.31,0.00,1730.15,1762.50,3.99,0.00
00:05:46.602 [TUNER] 217,1000,1742.57,1769.40,3.31,0.00,1730.15,1769.40,3.99,0.00
00:05:46.633 [TUNER] 218,1004,1682.25,1776.20,4.24,0.00,1766.10,1776.20,3.74,0.00
00:05:46.667 [TUNER] 219,996,1682.25,1782.90,4.24,0.00,1766.10,1782.90,3.74,0.00
00:05:46.706 [TUNER] 220,1000,1645.27,1789.50,4.93,0.00,1753.90,1789.50,4.09,0.00
00:05:46.708 [TUNER] 221,1050,1693.67,1796.00,4.50,0.00,1783.82,1796.00,3.81,0.00
00:05:46.709 [TUNER] 222,950,1693.67,1802.40,4.50,0.00,1783.82,1802.40,3.81,0.00
00:05:46.739 [TUNER] 223,1002,1713.38,1808.70,4.50,0.00,1831.41,1808.70,3.38,0.00
00:05:46.740 [TUNER] 224,998,1713.38,1814.90,4.50,0.00,1831.41,1814.90,3.38,0.00
00:05:46.773 [TUNER] 225,1000,1828.16,1821.00,3.35,0.00,1871.00,1821.00,3.02,0.00
00:05:46.807 [TUNER] 226,1000,1828.16,1827.00,3.35,0.00,1871.00,1827.00,3.02,0.00
00:05:46.807 [TUNER] 227,1000,1940.15,1832.90,2.14,0.00,1917.72,1832.90,2.53,0.00
00:05:46.841 [TUNER] 228,1000,1940.15,1838.70,2.14,0.00,1917.72,1838.70,2.53,0.00
00:05:46.843 [TUNER] 229,1000,2091.59,1844.40,0.38,0.00,1900.12,1844.40,2.85,0.00
00:05:46.877 [TUNER] 230,1000,2091.59,1850.00,0.38,0.00,1900.12,1850.00,2.85,0.00
00:05:46.879 [TUNER] 231,1000,2171.51,1855.50,-0.63,0.00,1925.56,1855.50,2.63,0.00
00:05:46.912 [TUNER] 232,1000,2171.51,1860.90,-0.63,0.00,1925.56,1860.90,2.63,0.00
00:05:46.950 [TUNER] 233,1000,2187.34,1866.20,-0.93,0.00,1902.96,1866.20,3.02,0.00
00:05:46.951 [TUNER] 234,1000,2187.34,1871.40,-0.93,0.00,1902.96,1871.40,3.02,0.00
00:05:46.983 [TUNER] 235,1000,2043.66,1876.50,0.70,0.00,1927.83,1876.50,2.81,0.00
00:05:46.984 [TUNER] 236,1000,2043.66,1881.50,0.70,0.00,1927.83,1881.50,2.81,0.00
00:05:47.020 [TUNER] 237,1000,1885.76,1886.40,2.62,0.00,1956.32,1886.40,2.53,0.00
00:05:47.021 [TUNER] 238,1000,1885.76,1891.20,2.62,0.00,1956.32,1891.20,2.53,0.00
00:05:47.090 [TUNER] 239,1000,1778.35,1895.90,4.05,0.00,1924.13,1895.90,3.03,0.00
00:05:47.091 [TUNER] 240,1000,1778.35,1900.50,4.05,0.00,1924.13,1900.50,3.03,0.00
00:05:47.091 [TUNER] 241,1000,1728.49,1905.00,4.86,0.00,1901.81,1905.00,3.43,0.00
00:05:47.122 [TUNER] 242,1000,1728.49,1909.40,4.86,0.00,1901.81,1909.40,3.43,0.00
00:05:47.122 [TUNER] 243,1002,1769.72,1913.70,4.61,0.00,1872.42,1913.70,3.94,0.00
00:05:47.157 [TUNER] 244,1000,1769.72,1917.90,4.61,0.00,1872.42,1917.90,3.94,0.00
00:05:47.157 [TUNER] 245,998,1783.01,1922.00,4.67,0.00,1897.93,1922.00,3.76,0.00
00:05:47.192 [TUNER] 246,1000,1783.01,1926.00,4.67,0.00,1897.93,1926.00,3.76,0.00
00:05:47.230 [TUNER] 247,1000,1804.38,1929.90,4.62,0.00,1904.91,1929.90,3.80,0.00
00:05:47.230 [TUNER] 248,1000,1804.38,1933.70,4.62,0.00,1904.91,1933.70,3.80,0.00
00:05:47.263 [TUNER] 249,1000,1871.30,1937.40,4.00,0.00,1996.39,1937.40,2.72,0.00
00:05:47.263 [TUNER] 250,1000,1871.30,1941.00,4.00,0.00,1996.39,1941.00,2.72,0.00
00:05:47.301 [TUNER] 251,1000,2002.15,1944.50,2.56,0.00,2047.24,1944.50,2.11,0.00
00:05:47.301 [TUNER] 252,1000,2002.15,1947.90,2.56,0.00,2047.24,1947.90,2.11,0.00
